,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,20289982.0,92651555.0,98850532.0,175039048.0,68670534.0,812988432.0,15283875.0,268716884.0,1142233.0,11563360.0,175495384.0,237699093.0,61120379.0,10037149.0,543809.0,160963968.0,59226671.0,17840716.0,396627151.0,66566329.0,152549.0,828726.0,153471.0,36031557.0,265099372.0,1747196574.0,53029235.0,49600546.0,3109302.0,62122006.0,1951596.0,1137417.0,73918116.0,22066427.0,146984738.0,81991890.0,208888731.0,1184309847.0
austria,6920310.0,0.0,209771945.0,171522196.0,9708062.0,36026563.0,83346139.0,317906832.0,81586628.0,1072762.0,8241318.0,330445731.0,4492548253.0,79979220.0,622542108.0,1834352.0,42847883.0,30986883.0,13371526.0,1196694716.0,6239299.0,1434755.0,22798767.0,5949154.0,7200630.0,572455280.0,22699213.0,35247695.0,292307465.0,13957869.0,3212710.0,241580146.0,100462145.0,383548967.0,19280566.0,428127974.0,181163904.0,99044650.0,69260050.0
belgium,34305959.0,86337983.0,0.0,1162980640.0,246207423.0,78419068.0,305675055.0,84901815.0,268000213.0,7648039.0,46701392.0,7654674486.0,3964750123.0,58119769.0,129457817.0,73952227.0,297974624.0,370114572.0,64450531.0,976194296.0,7660875.0,15577672.0,76781223.0,134711197.0,69698675.0,8698520025.0,295964959.0,2496149.0,410479699.0,91677878.0,8986044.0,43175595.0,3794888.0,1118899054.0,143061727.0,144511433.0,209681115.0,815272255.0,523979430.0
brazil,25513379.0,5077586.0,158767765.0,0.0,161676430.0,812391357.0,757112995.0,510471.0,4395868.0,0.0,180031.0,130535925.0,112536290.0,647332.0,1571386.0,6534415.0,26377105.0,4094932.0,1844988.0,146895191.0,3501400.0,0.0,0.0,11031.0,55701472.0,199012361.0,17203719.0,151825526.0,12323903.0,151866677.0,4094226.0,0.0,32710.0,151150939.0,7247915.0,47089332.0,58724343.0,36926704.0,1530473548.0
canada,191280863.0,9672493.0,134050645.0,738552838.0,0.0,591336057.0,962200065.0,9781738.0,48442654.0,5871105.0,3381250.0,205743750.0,252547721.0,57895745.0,13988076.0,22892109.0,283409909.0,38182409.0,39712823.0,318776968.0,67118323.0,609669.0,1141380.0,78.0,1344931151.0,92485258.0,215994403.0,94128348.0,48007317.0,17951970.0,68740805.0,1814753.0,1483484.0,119207558.0,35043837.0,130437790.0,154425272.0,219417148.0,18125504880.0
chile,46627348.0,2680251.0,54125914.0,766582027.0,136389051.0,0.0,110314533.0,165313.0,18274286.0,336724.0,338761.0,53693315.0,65030914.0,659735.0,900747.0,102654.0,5348087.0,6575548.0,2396340.0,66823277.0,730838.0,0.0,515.0,151.0,69068911.0,56395862.0,66902844.0,516278.0,4561969.0,680950.0,2472457.0,315032.0,3862.0,54889067.0,2697327.0,18602697.0,3489442.0,13612153.0,909548041.0
china,3121420742.0,53687797.0,114048659.0,2067591787.0,1737233431.0,1078339263.0,0.0,18264177.0,694490008.0,7795731.0,69070703.0,907185103.0,827966693.0,8653864.0,1805635.0,50949497.0,418342108.0,269467516.0,56639011.0,221766803.0,309468978.0,12524088.0,7429439.0,0.0,121860595.0,819540545.0,4886947214.0,426248909.0,197691999.0,13190773.0,565428790.0,370885.0,1947933.0,300308350.0,78484598.0,94062415.0,45852369.0,200641323.0,8394489077.0
czechia,2549120.0,323065862.0,255972306.0,153702970.0,23397328.0,15581071.0,93447740.0,0.0,83471070.0,5456453.0,7715223.0,249754706.0,1884693138.0,50976154.0,272596003.0,6147522.0,18371778.0,26566876.0,21479873.0,389329379.0,1774388.0,25131005.0,19373053.0,270025.0,12803386.0,411405183.0,5343797.0,54367330.0,1221052122.0,4047904.0,1195304.0,538193746.0,8748942.0,415225120.0,22619745.0,35336971.0,102108250.0,117778457.0,78112948.0
denmark,3412234.0,64519074.0,313970063.0,188749084.0,190350800.0,72894231.0,130807979.0,23759766.0,0.0,32082133.0,45900871.0,336459797.0,2865230649.0,35682583.0,31021098.0,72548820.0,25129467.0,238030690.0,4421101.0,427157035.0,1645107.0,40678790.0,60290757.0,25168236.0,10072968.0,1265664692.0,49001369.0,673090350.0,419205552.0,11516017.0,79141.0,6580945.0,7175474.0,310613411.0,975900718.0,14347702.0,56251065.0,356825239.0,261352842.0
estonia,271868.0,10069178.0,26299408.0,12523485.0,6704930.0,3923567.0,11370304.0,4800477.0,44872596.0,0.0,112868360.0,21625233.0,111529616.0,2429194.0,12346494.0,3777717.0,9500465.0,1709746.0,2606076.0,25691667.0,177000.0,227376413.0,133449234.0,8510.0,1607075.0,54468906.0,1650039.0,33528785.0,111348798.0,1043471.0,144453.0,2660775.0,10858.0,44698601.0,49897888.0,8239245.0,6409854.0,15316328.0,17613441.0
