Year,Trade Flow,Reporter,Partner,Commodity Code,Commodity,Trade Value (US$)
2013,import,belgium,australia,0,Food and live animals,34305959
2013,import,belgium,austria,0,Food and live animals,86337983
2013,import,belgium,brazil,0,Food and live animals,1162980640
2013,import,belgium,canada,0,Food and live animals,246207423
2013,import,belgium,chile,0,Food and live animals,78419068
2013,import,belgium,china,0,Food and live animals,305675055
2013,import,belgium,czechia,0,Food and live animals,84901815
2013,import,belgium,denmark,0,Food and live animals,268000213
2013,import,belgium,estonia,0,Food and live animals,7648039
2013,import,belgium,finland,0,Food and live animals,46701392
2013,import,belgium,france,0,Food and live animals,7654674486
2013,import,belgium,germany,0,Food and live animals,3964750123
2013,import,belgium,greece,0,Food and live animals,58119769
2013,import,belgium,hungary,0,Food and live animals,129457817
2013,import,belgium,iceland,0,Food and live animals,73952227
2013,import,belgium,ireland,0,Food and live animals,370114572
2013,import,belgium,israel,0,Food and live animals,64450531
2013,import,belgium,italy,0,Food and live animals,976194296
2013,import,belgium,japan,0,Food and live animals,7660875
2013,import,belgium,rep. of korea,0,Food and live animals,8986044
2013,import,belgium,latvia,0,Food and live animals,15577672
2013,import,belgium,lithuania,0,Food and live animals,76781223
2013,import,belgium,luxembourg,0,Food and live animals,134711197
2013,import,belgium,mexico,0,Food and live animals,69698675
2013,import,belgium,netherlands,0,Food and live animals,8698520025
2013,import,belgium,new zealand,0,Food and live animals,295964959
2013,import,belgium,norway,0,Food and live animals,2496149
2013,import,belgium,poland,0,Food and live animals,410479699
2013,import,belgium,portugal,0,Food and live animals,91677878
2013,import,belgium,india,0,Food and live animals,297974624
2013,import,belgium,slovakia,0,Food and live animals,43175595
2013,import,belgium,slovenia,0,Food and live animals,3794888
2013,import,belgium,spain,0,Food and live animals,1118899054
2013,import,belgium,sweden,0,Food and live animals,143061727
2013,import,belgium,switzerland,0,Food and live animals,144511433
2013,import,belgium,turkey,0,Food and live animals,209681115
2013,import,belgium,united kingdom,0,Food and live animals,815272255
2013,import,belgium,usa,0,Food and live animals,523979430
2013,import,belgium,australia,2,"Crude materials, inedible, except fuels",1262614076
2013,import,belgium,austria,2,"Crude materials, inedible, except fuels",70012215
2013,import,belgium,brazil,2,"Crude materials, inedible, except fuels",939103981
2013,import,belgium,canada,2,"Crude materials, inedible, except fuels",540083983
2013,import,belgium,chile,2,"Crude materials, inedible, except fuels",81262350
2013,import,belgium,china,2,"Crude materials, inedible, except fuels",139035667
2013,import,belgium,czechia,2,"Crude materials, inedible, except fuels",48764109
2013,import,belgium,denmark,2,"Crude materials, inedible, except fuels",67876853
2013,import,belgium,estonia,2,"Crude materials, inedible, except fuels",18664380
2013,import,belgium,finland,2,"Crude materials, inedible, except fuels",176504042
2013,import,belgium,france,2,"Crude materials, inedible, except fuels",2467084529
2013,import,belgium,germany,2,"Crude materials, inedible, except fuels",2562508659
2013,import,belgium,greece,2,"Crude materials, inedible, except fuels",10391599
2013,import,belgium,hungary,2,"Crude materials, inedible, except fuels",36042667
2013,import,belgium,iceland,2,"Crude materials, inedible, except fuels",25005
2013,import,belgium,ireland,2,"Crude materials, inedible, except fuels",78702654
2013,import,belgium,israel,2,"Crude materials, inedible, except fuels",101075352
