,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,141870455.0,222500488.0,68333608.0,139527861.0,694515311.0,7548804338.0,47908516.0,50137662.0,1505684.0,267958616.0,335437529.0,835147255.0,35681101.0,6305460.0,186915.0,647136341.0,10339231.0,159528146.0,598288602.0,1784208760.0,1869692.0,16462697.0,13583575.0,80835121.0,163524831.0,806183098.0,38710475.0,46611854.0,44831122.0,723644010.0,10439794.0,12202479.0,338607046.0,285844068.0,115950232.0,173820651.0,439628073.0,1917162547.0
austria,3590849.0,0.0,356722907.0,35177427.0,111711977.0,1741429.0,967991843.0,1110445924.0,70189988.0,7524379.0,224553596.0,793766018.0,11473572439.0,29438842.0,759556608.0,21581824.0,139842551.0,18188810.0,20906836.0,2513038346.0,131568104.0,6114773.0,15084651.0,160044550.0,26893326.0,653883365.0,13825038.0,91377839.0,712897133.0,78973508.0,88112437.0,762192783.0,411014013.0,315880604.0,492694818.0,877621191.0,370272553.0,335975407.0,376607873.0
belgium,159081191.0,734708430.0,0.0,299617849.0,966511136.0,268456074.0,4307036222.0,758198756.0,175690626.0,46308118.0,1008657305.0,5767898413.0,8501822942.0,91963480.0,185817172.0,158753.0,3241997706.0,73716021.0,1543061644.0,1993863113.0,679796800.0,38179568.0,26567184.0,615102429.0,129670629.0,6613688788.0,5815274.0,154898501.0,927704066.0,309365269.0,429578735.0,185785302.0,66974916.0,1055126292.0,1064551180.0,834538029.0,764299791.0,4916105548.0,1728442777.0
brazil,57989935.0,276073943.0,188475783.0,0.0,266683289.0,1749080013.0,6415704984.0,99580632.0,53133740.0,1743602.0,181494832.0,629459482.0,1464476082.0,17497186.0,17598860.0,3943989.0,738666590.0,4769312.0,74171276.0,897569044.0,911751055.0,221037.0,1715777.0,50521834.0,549497490.0,117703325.0,1168511.0,129572169.0,95222152.0,186350979.0,973784282.0,22069888.0,9864893.0,741899771.0,312329792.0,116560753.0,421725288.0,433165175.0,2209235798.0
canada,99416263.0,260330395.0,198617436.0,275138136.0,0.0,522451666.0,7411520996.0,143012502.0,40533077.0,3553569.0,118728210.0,436937640.0,1241829744.0,35613617.0,23212655.0,819533.0,757986171.0,14880774.0,224553454.0,802127762.0,1224867020.0,2933369.0,2888270.0,128215651.0,1143977970.0,197692990.0,29519268.0,107375700.0,73953250.0,88914137.0,974047052.0,16589055.0,11008675.0,258422141.0,336666801.0,116782854.0,459238584.0,572811828.0,32401047979.0
chile,31808665.0,57527386.0,62842216.0,574887424.0,70858307.0,0.0,2882553627.0,9608422.0,15868743.0,277023.0,100905683.0,105976030.0,375772584.0,4366390.0,3450305.0,5955.0,149308565.0,1165987.0,11036261.0,171897380.0,382461153.0,661970.0,2157963.0,14726801.0,242029377.0,44821397.0,5665485.0,2741800.0,20492126.0,64220352.0,281179302.0,3550523.0,3654883.0,379848091.0,72150738.0,18010566.0,88443641.0,45936051.0,1013680366.0
china,2949958142.0,564546556.0,3127943079.0,2150389146.0,859472445.0,9885182139.0,0.0,253767691.0,267686793.0,18396975.0,648355592.0,1463489135.0,7243343621.0,39858168.0,102440194.0,7205482.0,6752185342.0,31759683.0,848486786.0,2437398062.0,22484909880.0,7376895.0,9750598.0,146122429.0,273754355.0,416280844.0,111190826.0,614355872.0,815092379.0,73562352.0,15765380929.0,30659574.0,32898785.0,580518636.0,1312792914.0,904301251.0,375144134.0,1290021673.0,7406875669.0
czechia,1331379.0,1219943226.0,642156624.0,15827452.0,17681222.0,12907089.0,1047534379.0,0.0,102679864.0,17359605.0,192853113.0,936524340.0,7850197413.0,49435306.0,734717651.0,61344626.0,162249187.0,14254158.0,27324652.0,1534620961.0,270714983.0,16424186.0,27970123.0,207157514.0,24667229.0,532502322.0,362174.0,73861374.0,3201193987.0,127512346.0,335846993.0,2196814861.0,206135022.0,359177901.0,507790022.0,206063433.0,276486155.0,444664423.0,299009687.0
denmark,1908230.0,223756634.0,315123417.0,19273467.0,6737692.0,8024967.0,898377901.0,164800348.0,0.0,69198450.0,461101522.0,365869974.0,3286734925.0,38513822.0,88066845.0,602698.0,136715643.0,16939637.0,9240970.0,550864713.0,48231345.0,132549305.0,132922934.0,103189213.0,15070402.0,706826518.0,1074799.0,439698681.0,816537753.0,91289264.0,62694888.0,97490850.0,31916928.0,156935127.0,1688922599.0,41466042.0,107046801.0,446720101.0,137242330.0
estonia,464289.0,30315477.0,57940845.0,19734435.0,3764627.0,111651.0,195214160.0,31952633.0,31167717.0,0.0,382324195.0,42775736.0,233171414.0,1132641.0,6654535.0,18633.0,18662394.0,2730056.0,2851204.0,99909687.0,170567087.0,151010075.0,62385892.0,6901424.0,1238752.0,39456895.0,19990.0,19693354.0,196314563.0,9614586.0,61920840.0,9735619.0,7133787.0,17709598.0,199530969.0,14356058.0,64522637.0,27686245.0,16593813.0
finland,1983621.0,125345496.0,170823485.0,28442293.0,18389724.0,302511.0,558659009.0,110470520.0,186666887.0,347832465.0,0.0,355940339.0,1347435167.0,8925671.0,27779580.0,1824519.0,92005485.0,7324298.0,7435128.0,340496470.0,41479505.0,86789216.0,53368259.0,39353124.0,2945810.0,238228343.0,2054980.0,242413987.0,269999214.0,40607276.0,57204699.0,38201246.0,13769781.0,126120969.0,1325729277.0,67809219.0,95580992.0,238937059.0,157503875.0
france,82714310.0,1718417913.0,8190219090.0,223268615.0,239807796.0,754102287.0,5055535911.0,919087374.0,342001581.0,31957394.0,917328544.0,0.0,16083526890.0,210305207.0,456623818.0,56185566.0,746977592.0,81825778.0,308607393.0,10429666279.0,718482831.0,44768432.0,64484445.0,883661602.0,67737266.0,2818968325.0,22890091.0,489833339.0,2159826272.0,1543210395.0,422821761.0,522414458.0,262844810.0,7326291642.0,1279625817.0,1391964727.0,1148935320.0,3277888526.0,2467145086.0
germany,76643520.0,10838016491.0,8535871786.0,852632746.0,486457961.0,855932275.0,10323285166.0,7372361684.0,1554344257.0,103882568.0,3578693066.0,10746420380.0,0.0,339706367.0,2733059538.0,568350337.0,1845660133.0,215118131.0,255499631.0,13858329926.0,1685388502.0,227086112.0,182775975.0,1656411837.0,164932027.0,9638098297.0,34385325.0,1422122471.0,9760279992.0,1463163092.0,1082281697.0,2592617431.0,1248126246.0,4236551234.0,5626113312.0,6255421801.0,3131275346.0,5377650999.0,4431165248.0
greece,773271.0,142785146.0,108918311.0,6350851.0,20676042.0,247570848.0,543922725.0,43616267.0,14202192.0,1505785.0,64353675.0,269130680.0,564079866.0,0.0,43809550.0,4202.0,66441427.0,779444.0,18119913.0,866128781.0,28697338.0,1507990.0,3015423.0,18106518.0,941648.0,140822113.0,2739035.0,1281340.0,104293204.0,31194048.0,35643431.0,30644276.0,16328222.0,273856629.0,70390846.0,10106859.0,465416987.0,157272648.0,81463346.0
hungary,448762.0,1097216502.0,211224953.0,59802131.0,5875673.0,0.0,281805228.0,673518464.0,68097140.0,3736083.0,141770901.0,421002487.0,3689327567.0,19357622.0,0.0,23512252.0,19113288.0,5105917.0,4953364.0,1096317003.0,128723462.0,5770066.0,6381697.0,30821277.0,11290513.0,420582186.0,7254459.0,6638638.0,1103235995.0,40522154.0,72667905.0,912934297.0,176424974.0,166472969.0,202319907.0,92623308.0,198731413.0,154946813.0,182959752.0
iceland,499330.0,3725070.0,7229539.0,178339.0,11965368.0,31703.0,38937967.0,5392044.0,59374485.0,3558246.0,13964652.0,18440078.0,65698272.0,473065.0,823688.0,0.0,5018647.0,546267.0,465968.0,75688639.0,4430133.0,10948093.0,9245621.0,2166203.0,328656.0,37363965.0,103670.0,18307381.0,13095884.0,2226119.0,3037318.0,1257047.0,340670.0,6108240.0,44258725.0,2208561.0,3524332.0,30601856.0,20421778.0
india,531478076.0,220248979.0,8500318468.0,176694500.0,541014793.0,31431607.0,8094988783.0,47781666.0,35041915.0,3312581.0,239466638.0,571013999.0,1834151620.0,58089242.0,12979389.0,271470.0,0.0,11246498.0,1167111958.0,741347492.0,2673623536.0,2667013.0,317957.0,5432822.0,54212959.0,135055873.0,48542449.0,138142589.0,79095705.0,29433329.0,2994445833.0,5887780.0,30406834.0,279978651.0,367899954.0,568947705.0,155291009.0,2928665182.0,2014689009.0
ireland,971711.0,29550100.0,106536757.0,5905377.0,8511294.0,938439.0,382830660.0,29504402.0,27674575.0,497859.0,52308068.0,124485706.0,656755302.0,4806680.0,13856288.0,193936.0,69196195.0,0.0,7481873.0,90208208.0,21843465.0,1817584.0,7680522.0,20954684.0,7032527.0,175460037.0,1560483.0,20917360.0,50303127.0,65890902.0,17628974.0,3998905.0,5718605.0,151975388.0,124425397.0,14096485.0,58329462.0,2019086228.0,388476957.0
israel,19481000.0,94604000.0,2497349000.0,26331000.0,75698000.0,1447000.0,1285750000.0,25735000.0,11902000.0,4064000.0,49859000.0,172207000.0,571458000.0,78223000.0,8505000.0,1428000.0,1408111000.0,4622000.0,0.0,584999000.0,100569000.0,5227000.0,727000.0,182221000.0,6785000.0,86160000.0,4315000.0,22576000.0,26680000.0,48542000.0,75548000.0,3874000.0,21671000.0,253281000.0,111077000.0,1995488000.0,901315000.0,528776000.0,1513616000.0
italy,111841296.0,2921346692.0,2402288481.0,821393479.0,165196740.0,1081894292.0,5653975603.0,1349030055.0,142562303.0,26516827.0,798909439.0,5379708242.0,10568123465.0,671781950.0,599301354.0,74835277.0,1514112342.0,74279034.0,144929927.0,0.0,445413988.0,38765130.0,89830505.0,330517747.0,146722934.0,2387149131.0,118834926.0,67219049.0,1448922315.0,514306124.0,994993015.0,762563846.0,811682356.0,3202508591.0,1597214093.0,1086904670.0,2256859649.0,1414053936.0,1649859371.0
japan,1396511102.0,382204712.0,310883069.0,926964463.0,509624898.0,178092443.0,20098056729.0,46959392.0,34078262.0,41191105.0,486224938.0,513497759.0,1281821975.0,9553369.0,20470496.0,19504370.0,995218034.0,17769062.0,176901147.0,582857111.0,0.0,3200111.0,6187572.0,48065912.0,175158540.0,125866618.0,624975804.0,206096932.0,82399751.0,26653393.0,6612049203.0,7653811.0,4465192.0,152206827.0,385690553.0,145671295.0,71496013.0,606089467.0,3580768404.0
latvia,215800.0,41956223.0,41414495.0,1373954.0,370107.0,95528.0,76789939.0,37512882.0,73560346.0,223513183.0,76416108.0,23194106.0,240518397.0,1332090.0,17633955.0,1457.0,26908775.0,2759090.0,2212614.0,93747550.0,4929565.0,0.0,237752409.0,22598886.0,1431901.0,57464281.0,90962.0,7585827.0,317267830.0,9947213.0,16548156.0,19552130.0,4499941.0,23015670.0,109455849.0,5705976.0,20599402.0,23301252.0,10679320.0
lithuania,225017.0,61308578.0,66449380.0,6725050.0,485920.0,12863.0,194838800.0,78379889.0,59792207.0,121893806.0,114098729.0,55895536.0,493479919.0,10166702.0,15337464.0,107034.0,16599059.0,5860589.0,978190.0,281710713.0,6211482.0,271691450.0,0.0,7634179.0,65278.0,87356750.0,67534.0,19115567.0,698318862.0,15381448.0,15530132.0,65774344.0,16714797.0,101102551.0,253746218.0,9553065.0,73002037.0,90725071.0,12169965.0
luxembourg,97755.0,56744505.0,727835452.0,9659559.0,4345816.0,70100.0,42247644.0,21809614.0,8042601.0,232346.0,19431018.0,660571723.0,1038286314.0,692591.0,56977781.0,12975223.0,9020835.0,12813218.0,1106147.0,124676581.0,10938431.0,3265352.0,279246.0,0.0,89162.0,131490073.0,4784.0,32089142.0,48881432.0,6974551.0,16411687.0,4343672.0,11040185.0,42709362.0,17539202.0,12310484.0,44366055.0,119130328.0,48481658.0
mexico,29851177.0,215273837.0,158510939.0,1022406475.0,2122388220.0,322868156.0,5535808901.0,106108554.0,17315194.0,4631954.0,146732342.0,422495980.0,1771701268.0,91779352.0,20351722.0,18715.0,620408336.0,42410360.0,65093930.0,1099976074.0,2146363452.0,464443.0,1786872.0,61503427.0,0.0,180413396.0,7728137.0,12082020.0,120850710.0,74835598.0,1452264906.0,22844176.0,11581523.0,728145986.0,253606845.0,100740004.0,134368170.0,295723802.0,28765368136.0
netherlands,40395341.0,606575073.0,5893220728.0,318845682.0,87977188.0,95338435.0,3311719790.0,559339985.0,335027920.0,22105997.0,1876867052.0,2100358468.0,11671147177.0,93693054.0,156131625.0,360109577.0,600506589.0,132392670.0,99197584.0,1942568161.0,572542691.0,41718313.0,37177752.0,579988536.0,24539695.0,0.0,10274876.0,948288174.0,933497123.0,229428568.0,365430159.0,130401565.0,131309459.0,785303784.0,1781019598.0,126071545.0,609043914.0,2596693220.0,1054462433.0
new zealand,903628536.0,21538658.0,33691090.0,11174789.0,24157739.0,15177830.0,1104778400.0,9747126.0,10685357.0,413851.0,42859696.0,62965416.0,140690624.0,6680239.0,3906636.0,111964.0,92900478.0,1380053.0,14985350.0,107729354.0,197945614.0,946426.0,795339.0,1545147.0,11080039.0,30483529.0,0.0,2715371.0,14303552.0,8159233.0,187370530.0,2892757.0,1369480.0,34578380.0,31502678.0,15106059.0,18957650.0,83829234.0,283940526.0
norway,5551659.0,131601037.0,214091528.0,30550462.0,120228179.0,4158439.0,919967890.0,201087977.0,838527789.0,125907321.0,639185463.0,294222934.0,1638994583.0,7493332.0,53742973.0,3546723.0,133379740.0,32697197.0,12430845.0,434793741.0,334983408.0,126784752.0,203080653.0,59483029.0,6531362.0,464205705.0,11602349.0,0.0,703412302.0,56860951.0,43737667.0,66909124.0,12968750.0,164114829.0,2639799089.0,150437894.0,90728639.0,755149232.0,244884983.0
poland,36967206.0,1185648388.0,1033408985.0,46055906.0,70766966.0,6836963.0,2302225592.0,1919910602.0,424095817.0,38540498.0,805943575.0,1538794594.0,10461996939.0,109555582.0,575599545.0,116308759.0,351406987.0,24477588.0,33521615.0,2631403121.0,210895164.0,96203329.0,143750271.0,273360560.0,42521337.0,905983178.0,902002.0,488518582.0,0.0,116212213.0,498211671.0,1229470135.0,174796072.0,731933644.0,1186639142.0,218543193.0,634441984.0,689590568.0,474797656.0
portugal,6181670.0,104833489.0,285933677.0,57191101.0,15238039.0,2998829.0,398586092.0,59823300.0,24290421.0,4140686.0,62719977.0,658911738.0,1077188914.0,39925992.0,10736794.0,21610.0,234600090.0,14076437.0,3186597.0,1155868987.0,33514871.0,529918.0,5099209.0,26119453.0,25075707.0,489240158.0,225131.0,6537338.0,84035086.0,0.0,57123330.0,36176938.0,19606958.0,4770507106.0,135595753.0,19576775.0,339893224.0,267421840.0,70824737.0
