,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,170258063.0,333725999.0,207713601.0,493149505.0,927309822.0,8650507880.0,86829515.0,322648979.0,18386249.0,288231541.0,540115410.0,1139394239.0,97984015.0,16482420.0,730724.0,888086102.0,73819145.0,180852710.0,1011129120.0,5164518644.0,2634807.0,25088932.0,14915537.0,157944295.0,480119263.0,4092934288.0,136158855.0,96488569.0,49255045.0,4325753942.0,13346727.0,13621574.0,421495334.0,312124004.0,270247715.0,258747990.0,671112870.0,3616519350.0
austria,20336533.0,0.0,639058382.0,287529657.0,129721143.0,104704257.0,1132624617.0,3312242630.0,180867309.0,16922146.0,272666484.0,1292960566.0,22111801136.0,114567825.0,2209713737.0,23806168.0,204732716.0,70360509.0,36701973.0,4486744176.0,148878836.0,17575309.0,42650407.0,167100056.0,52473405.0,1609066795.0,41464120.0,146644468.0,1585660368.0,112389024.0,97246975.0,2501361714.0,1109932376.0,758764189.0,650554325.0,1471705679.0,649741239.0,513701268.0,675308007.0
belgium,1737767267.0,894535343.0,0.0,2452397572.0,1945817090.0,428137714.0,4754000394.0,893852260.0,593316147.0,205926794.0,1964706880.0,19918860565.0,18155912158.0,196227450.0,353232159.0,74136400.0,4430646054.0,573356458.0,1708641876.0,3390214790.0,808124598.0,187581996.0,168257027.0,924337750.0,446817234.0,66658419882.0,323721062.0,8423135095.0,1616238337.0,662612550.0,878871619.0,279582001.0,75098038.0,3176334154.0,2572653792.0,1029135274.0,1161200009.0,11779151971.0,6896717634.0
brazil,948020226.0,291192299.0,473786526.0,0.0,749485644.0,3508603221.0,7492656188.0,134331116.0,64313058.0,1763855.0,257746389.0,918564190.0,1769224088.0,101439983.0,19254784.0,10478404.0,4175081230.0,11777467.0,103542412.0,1257435156.0,1180622286.0,383471.0,1715787.0,50822354.0,845652725.0,1261610544.0,22322135.0,541680888.0,267060997.0,452629085.0,1657291207.0,22274171.0,10924145.0,1857663897.0,354284988.0,176468918.0,718884808.0,574776261.0,11233565778.0
canada,794657306.0,273984973.0,536848813.0,2625138737.0,0.0,1205290635.0,8719143110.0,156128284.0,188608073.0,51428966.0,538892923.0,758503410.0,1668859589.0,105286939.0,37876030.0,24375779.0,1322090267.0,55290951.0,275012059.0,1143333400.0,1388252741.0,6952349.0,109544523.0,128326371.0,4336510419.0,2106207900.0,261088691.0,3448426945.0,310059854.0,146119393.0,1159301060.0,18414241.0,12502932.0,598834688.0,376007649.0,278318819.0,627854192.0,2529566560.0,80642471533.0
chile,263870252.0,60412837.0,134306060.0,2878669757.0,996141916.0,0.0,3032755149.0,10914042.0,36914439.0,992247.0,101782326.0,175899557.0,489714018.0,5821888.0,4455801.0,4484023.0,164257208.0,8723548.0,14410537.0,247085995.0,461803609.0,1662490.0,2450510.0,14726952.0,457202541.0,323424917.0,80707369.0,3572470.0,28123271.0,69159422.0,529511839.0,3873112.0,3659324.0,495609798.0,75922742.0,37310868.0,98560836.0,864038524.0,8280036737.0
china,90065571021.0,915733207.0,4200964866.0,51962139450.0,16776153197.0,20199589200.0,0.0,409185390.0,1367353348.0,57377176.0,1914931677.0,3564008024.0,10326383404.0,379528533.0,148929668.0,58899592.0,12804217604.0,488252830.0,996326315.0,3445712823.0,30140530561.0,78713454.0,74790562.0,147664115.0,4455507911.0,4730744350.0,7791262766.0,1420551915.0,1187056408.0,406386576.0,28218762714.0,50467848.0,55402824.0,2190795576.0,2076447817.0,1014708486.0,3445024964.0,3687162073.0,51522412225.0
czechia,114289590.0,2009568316.0,1007716501.0,177034684.0,53619550.0,32474738.0,1207503151.0,0.0,216268297.0,27623390.0,210969686.0,1287751639.0,12296313688.0,102176325.0,1078886480.0,67498292.0,208796900.0,42765100.0,55831032.0,2041404187.0,304844522.0,46843034.0,57469663.0,228484975.0,50099490.0,1150966307.0,19714214.0,133715693.0,5646051361.0,144588741.0,354730862.0,4381181763.0,231310621.0,798189440.0,542805759.0,265717993.0,394235898.0,628110841.0,474289324.0
denmark,12270291.0,295118798.0,744448630.0,217446843.0,334572518.0,112543481.0,1059595494.0,192083793.0,0.0,221826388.0,1023876097.0,789414433.0,7246128948.0,106631352.0,128603150.0,91677297.0,249671891.0,271465796.0,21287412.0,1022888332.0,56214694.0,343535077.0,276670438.0,129296230.0,28113754.0,2744021624.0,55184576.0,4718839031.0,1678938004.0,182338497.0,68504225.0,109036545.0,40364862.0,538381070.0,4198478959.0,59058345.0,172429576.0,2105959197.0,523201734.0
estonia,913518.0,43475734.0,103781231.0,32548582.0,12918374.0,4204574.0,211706594.0,38881250.0,84252121.0,0.0,1027850641.0,67885915.0,402931569.0,3709188.0,19312511.0,3796356.0,43768680.0,4607609.0,5590830.0,142115505.0,170921352.0,490330141.0,879167627.0,6909934.0,2850805.0,136130983.0,3468573.0,70964338.0,317505914.0,10663892.0,67368135.0,12688221.0,7190465.0,64144332.0,328817279.0,22806933.0,72405501.0,97431024.0,51848280.0
finland,88159452.0,175098288.0,469970594.0,730090548.0,130776012.0,103370410.0,600999810.0,150293469.0,1300238644.0,726364829.0,0.0,636615586.0,2308035312.0,51895727.0,46258817.0,15944645.0,380941138.0,220652611.0,24861037.0,506407411.0,49710176.0,215660392.0,156838891.0,40558745.0,13350149.0,1319962915.0,27632835.0,1094690961.0,638373100.0,210145669.0,60687076.0,64188645.0,13811975.0,437925333.0,4579854716.0,120395656.0,143576072.0,653297477.0,407398095.0
france,1022571188.0,2191130144.0,32670965734.0,3823402348.0,1688022617.0,1316467392.0,5883626206.0,1198678436.0,961000130.0,94267478.0,1643350782.0,0.0,30945767004.0,450521707.0,734062115.0,199226434.0,2302394209.0,1210460296.0,566988615.0,16201493674.0,913994294.0,159144682.0,598295946.0,1097156952.0,195596288.0,12939851868.0,369599202.0,6648147821.0,3603153727.0,2699850462.0,1061881734.0,572845944.0,279630068.0,18122858736.0,2579993686.0,3665493180.0,1669583926.0,9948840712.0,10969905186.0
germany,2041805489.0,16741450150.0,20579125673.0,9039931281.0,2644938899.0,1846971041.0,12944377544.0,11249644762.0,7192641388.0,264847036.0,4857656873.0,20575596489.0,0.0,1160279890.0,4298386863.0,728781662.0,2771131590.0,1271212151.0,541531667.0,20920663117.0,2115750775.0,492423424.0,912188840.0,2224062080.0,577201412.0,56538265930.0,551935688.0,10074790393.0,18218032930.0,1947916302.0,1387421104.0,3085020470.0,1450443788.0,10494863792.0,8865146517.0,9363684800.0,4983289233.0,15200849459.0,11878676060.0
