,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,48441980.0,89499665.0,183906037.0,145586167.0,372460329.0,87162895.0,6617090715.0,14830488.0,288861892.0,1558719.0,10260580.0,293544112.0,389555182.0,92398892.0,17026283.0,1646927.0,403524255.0,55857322.0,101871322.0,598415514.0,3728242970.0,1224992.0,3853297.0,1254667.0,76137109.0,593063965.0,3292259424.0,82446078.0,80795058.0,11296212.0,1986698693.0,1953458.0,2318396.0,129961506.0,24888746.0,218056817.0,165865305.0,514472788.0,3747999179.0
austria,94626088.0,0.0,282685077.0,139889531.0,21923777.0,49759619.0,132350126.0,577758986.0,153261734.0,8532254.0,39590837.0,574754984.0,8184117470.0,170491596.0,1057620570.0,4420152.0,64425425.0,59429735.0,21016471.0,2460942366.0,77886383.0,9351550.0,43975066.0,20874976.0,13363278.0,883671737.0,32543532.0,63947307.0,640597566.0,37766658.0,76540878.0,358470826.0,419012081.0,606551161.0,104169713.0,824565297.0,283762894.0,280938552.0,154277026.0
belgium,190693700.0,406645265.0,0.0,1002777723.0,333535673.0,192357000.0,487196776.0,418857166.0,596237520.0,79055275.0,237941699.0,14544471503.0,8922804760.0,285535960.0,313727837.0,86307913.0,274896639.0,645015147.0,178641803.0,2401010569.0,231315864.0,61031861.0,210614675.0,904061058.0,151706356.0,17339280960.0,421447938.0,130085325.0,1412517161.0,358065927.0,155345271.0,100439454.0,47046654.0,2232280191.0,636892664.0,201630776.0,299794602.0,4068525494.0,1018650950.0
brazil,129883610.0,19819752.0,1253204624.0,2319925.0,638882838.0,1744473775.0,3400356520.0,5857824.0,68214746.0,3975393.0,92789605.0,856320545.0,1713666429.0,71168322.0,8386584.0,5175783.0,639032710.0,85329331.0,135796644.0,960162342.0,1461294584.0,5925321.0,3250605.0,983299.0,360906616.0,3088809514.0,47134594.0,160724237.0,257236065.0,345884683.0,1192263961.0,9202049.0,446867066.0,1085643258.0,120627540.0,159964108.0,652637372.0,713010714.0,3049234008.0
canada,395819217.0,17740113.0,256302470.0,819268952.0,90001657.0,677665247.0,4473248360.0,14796591.0,160194018.0,11839760.0,10268261.0,376310208.0,394601732.0,105711004.0,33184705.0,65923831.0,541796983.0,254123631.0,80297088.0,633840084.0,2328214809.0,5165962.0,15014551.0,21753.0,2734444777.0,318927505.0,357353094.0,103681632.0,130425933.0,84435424.0,554854452.0,5584267.0,3422268.0,449813234.0,56428783.0,211776248.0,324091754.0,668482175.0,42249053383.0
chile,79989366.0,16122149.0,162978317.0,1808851636.0,410023984.0,7047566.0,2325990432.0,5376076.0,45068415.0,1465354.0,5241506.0,245774507.0,476874429.0,12293981.0,4964959.0,142878.0,105036263.0,16162286.0,106682355.0,304791978.0,1543350160.0,2739416.0,22356716.0,214.0,492655001.0,607250611.0,116122247.0,16521625.0,77856714.0,44350234.0,493416397.0,1534855.0,2250835.0,496750092.0,20471002.0,32267327.0,88996462.0,388120587.0,4989673771.0
china,6607835165.0,83886421.0,514193391.0,3541716911.0,4683190283.0,2816605216.0,88486167.0,76520166.0,906454026.0,56992407.0,80161859.0,1942032491.0,3192248779.0,71227756.0,40470232.0,138474311.0,800925416.0,1062930329.0,273079474.0,743134607.0,10698989774.0,25331018.0,45695400.0,1298238.0,1107152113.0,3472593621.0,6682956374.0,639329218.0,360998759.0,260299080.0,5303219174.0,6558890.0,28572402.0,1737323749.0,232803859.0,222770701.0,302035435.0,1423677997.0,13388583699.0
czechia,16053790.0,624508548.0,363081705.0,56713396.0,26622496.0,25773424.0,138617381.0,0.0,95908690.0,9242026.0,31333523.0,442375736.0,3304116948.0,79724965.0,597869160.0,8589550.0,19978029.0,60735074.0,26875899.0,711101282.0,65454436.0,34744304.0,86318629.0,1360087.0,29279672.0,644448956.0,8403645.0,96337485.0,2028117325.0,24042073.0,7502773.0,1985547041.0,62827026.0,625760911.0,89442925.0,56660569.0,147557885.0,333609571.0,84898694.0
denmark,307966441.0,156039663.0,489033221.0,122238448.0,232470983.0,71990603.0,1163784241.0,94425385.0,0.0,81162070.0,430428843.0,903979079.0,5862261838.0,269853366.0,68419627.0,164639319.0,32107900.0,219196945.0,32396845.0,1191857695.0,701157574.0,115836412.0,169247743.0,40527928.0,34029888.0,2041547628.0,81835618.0,1612018647.0,1489786306.0,99078602.0,109819089.0,24026679.0,21733622.0,871809517.0,2573649963.0,133020401.0,75063897.0,1950102063.0,582948948.0
estonia,2258120.0,12195759.0,42478848.0,8588785.0,15546754.0,4629723.0,47720157.0,9457877.0,89572314.0,3817730.0,349890261.0,31782700.0,154493855.0,15080172.0,21858023.0,8688317.0,8098451.0,7000150.0,1615244.0,68579065.0,4398923.0,321623427.0,300310161.0,42862.0,992242.0,110802136.0,3850691.0,67062627.0,160438401.0,8779744.0,960566.0,7130794.0,1155852.0,83667955.0,132342676.0,15904181.0,13198547.0,23330981.0,25896752.0
finland,7201204.0,39804194.0,203550517.0,133298297.0,15309063.0,18808689.0,94397273.0,36200860.0,396283294.0,294270607.0,0.0,240695497.0,778758989.0,28418978.0,17961850.0,7774295.0,21978508.0,32494013.0,14027504.0,186092223.0,22487904.0,43992741.0,85214014.0,951487.0,6836969.0,488982805.0,38404398.0,439754031.0,240337661.0,13568407.0,21374113.0,17953860.0,4870738.0,316232722.0,903587168.0,33818020.0,22017479.0,131595160.0,68557651.0
france,284795504.0,571288480.0,12113153307.0,1237478463.0,440310452.0,347075145.0,1849344221.0,452832313.0,853287478.0,23625323.0,172690862.0,491057334.0,10985781324.0,769917896.0,521224895.0,261955891.0,451959327.0,1447833601.0,335854646.0,9824016342.0,617119126.0,24452846.0,117722680.0,621705350.0,195457935.0,8447702658.0,308507361.0,1075526334.0,2190794227.0,1240140155.0,369945534.0,83631553.0,53388002.0,12116021886.0,614193995.0,3335837373.0,568619838.0,6352596536.0,1761046134.0
germany,468239499.0,8727898355.0,7602898372.0,2527560820.0,480426707.0,660530865.0,2984012058.0,3342294660.0,5890962130.0,126219575.0,929651472.0,11424111514.0,0.0,1588101736.0,1959303293.0,165443658.0,761772198.0,1664775007.0,353521958.0,11697589719.0,520038838.0,240619610.0,664735426.0,733478413.0,303954439.0,24534954536.0,664451685.0,1149328746.0,11240617610.0,695623013.0,652836185.0,864407012.0,390430625.0,8418422210.0,1854475583.0,3896568606.0,1787733203.0,5985581775.0,3415938415.0
greece,88703000.0,175976624.0,300139595.0,61526858.0,86596046.0,13281743.0,64053404.0,96472550.0,292064009.0,17021708.0,25914968.0,790180909.0,1627972222.0,0.0,115250093.0,1293101.0,70634093.0,53053481.0,32108627.0,1340951194.0,16095980.0,10032900.0,23141495.0,8004013.0,16795207.0,1179311971.0,48043771.0,60001909.0,359219044.0,91720954.0,8220208.0,36363897.0,24005878.0,553956776.0,114605295.0,46717534.0,201026658.0,535011370.0,376082719.0
hungary,15683933.0,1110902914.0,288278130.0,9707023.0,33039397.0,4380230.0,39232988.0,600489677.0,73507077.0,19413392.0,20253109.0,584411048.0,2128324432.0,97015088.0,0.0,479021.0,10808270.0,19693331.0,37755729.0,1210596707.0,63219878.0,23130335.0,65079299.0,2326883.0,3707232.0,585107234.0,1406183.0,12297819.0,1003622834.0,25601861.0,5253222.0,985194371.0,293277715.0,302339630.0,89648164.0,86498437.0,121668489.0,348666231.0,73792479.0
iceland,871256.0,4290010.0,83174302.0,8265858.0,55506682.0,4993235.0,115574311.0,2852221.0,135109710.0,16896754.0,6998973.0,284318287.0,176785756.0,7143046.0,1450284.0,0.0,1855026.0,13599199.0,1396933.0,48847082.0,84584834.0,4512569.0,43747757.0,597843.0,1548881.0,171679205.0,2809435.0,223979433.0,64163516.0,84293012.0,16019908.0,143661.0,132162.0,244109739.0,39733460.0,20693289.0,14530377.0,403242975.0,260325867.0
india,463784352.0,11124632.0,352343670.0,667051959.0,504833059.0,111532916.0,921930232.0,5993710.0,25712046.0,4765587.0,23768583.0,346412265.0,463629948.0,79723419.0,5842813.0,239496.0,0.0,29311474.0,95753293.0,425683019.0,674434318.0,6958955.0,44244827.0,461837.0,26473364.0,638156591.0,101991079.0,28475611.0,93232451.0,77051422.0,245357893.0,1154493.0,18918092.0,312463789.0,29946249.0,39311405.0,231910378.0,640151783.0,4901725987.0
ireland,47236948.0,82320399.0,562009628.0,155866443.0,250849861.0,27473979.0,686302300.0,61427966.0,277570054.0,7769359.0,25193618.0,1326698847.0,1450049260.0,43824416.0,33484185.0,6020177.0,36473700.0,23816281.0,38080721.0,534452316.0,123259023.0,26165751.0,24827156.0,7642284.0,22027212.0,1867828957.0,22947645.0,11438895.0,313410864.0,65460524.0,38184887.0,13802293.0,2585498.0,522994096.0,205456739.0,91028300.0,75969744.0,10030634152.0,713487532.0
israel,123885000.0,17922000.0,130354000.0,105854000.0,68852000.0,116101000.0,242818000.0,20185000.0,35605000.0,851000.0,9712000.0,320025000.0,270048000.0,32578000.0,121273000.0,647000.0,70128000.0,129385000.0,0.0,286977000.0,100473000.0,8743000.0,27959000.0,38000.0,18530000.0,349334000.0,5003000.0,158075000.0,239249000.0,134496000.0,39978000.0,581000.0,53181000.0,148119000.0,15810000.0,79897000.0,190317000.0,183844000.0,958574000.0
