,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,173749510.0,175357396.0,236544677.0,100760886.0,230994424.0,44363443.0,11510269002.0,60432771.0,66840520.0,8059003.0,175394109.0,309096874.0,890432992.0,34775748.0,15997490.0,1064037.0,1110172634.0,9313359.0,156509099.0,647459136.0,2437395454.0,3226116.0,8283997.0,8743131.0,84855101.0,320322719.0,1435362779.0,18457867.0,104624361.0,89235601.0,1553889803.0,18453088.0,18764984.0,318835493.0,218648176.0,117910732.0,162530796.0,1104188449.0,2912360091.0
austria,225411298.0,0.0,956585053.0,277698332.0,374090523.0,45629545.0,1929030884.0,2645747807.0,284231151.0,37722143.0,314130549.0,2497360879.0,24397231196.0,154915712.0,2016249480.0,93232888.0,414835410.0,80721965.0,111074084.0,5828053358.0,485072556.0,38430172.0,74727646.0,293073051.0,381066501.0,1286231376.0,35767300.0,392230145.0,2468050285.0,183068636.0,216896091.0,1957733748.0,1464646755.0,891617767.0,859842562.0,2811156803.0,739812556.0,1179363311.0,2151142347.0
belgium,247346275.0,1310920004.0,0.0,888840055.0,946561698.0,177646418.0,4884134220.0,1564116419.0,475740885.0,159362383.0,1261330530.0,17519057394.0,22015856459.0,208562668.0,608879133.0,11566719.0,10223519920.0,285781331.0,1648613693.0,4985293789.0,877557349.0,75755065.0,122806552.0,1621516999.0,474493081.0,13871616682.0,38516617.0,301263710.0,2430709332.0,620139166.0,881203670.0,475640139.0,151407701.0,2621355074.0,1697780514.0,1072118542.0,2200805327.0,5988695431.0,4058453823.0
brazil,110474285.0,399302414.0,623597825.0,876118114.0,628052279.0,2036632692.0,6962893619.0,119286833.0,77934190.0,22701382.0,155717234.0,478843954.0,1553995231.0,22207321.0,91332165.0,4822531.0,1106592374.0,13087739.0,157008079.0,1234718382.0,1039750568.0,1494964.0,6052691.0,32592791.0,1274463512.0,2215699123.0,12452097.0,122228072.0,164793541.0,301904682.0,918443292.0,14612038.0,28254715.0,557260336.0,278359548.0,87698861.0,730409064.0,566350758.0,8581353887.0
canada,269113133.0,324963337.0,1531451806.0,712717482.0,466035380.0,599383810.0,9780999516.0,177265570.0,68554607.0,7670372.0,161617696.0,732210713.0,1751884998.0,39563168.0,42701189.0,52011137.0,1957448122.0,65995577.0,298855325.0,1064495223.0,1809078705.0,6012687.0,13255706.0,111227853.0,2784788122.0,1056073852.0,40210169.0,345821985.0,194592655.0,133939121.0,1444897527.0,23012747.0,34670663.0,578858660.0,316384314.0,147558563.0,870798532.0,825968393.0,74876304173.0
chile,46727136.0,55439920.0,148563020.0,1995553837.0,562349911.0,1516716.0,12930426657.0,15535686.0,24557380.0,946222.0,95725105.0,792171007.0,383874721.0,38701012.0,5483957.0,147377.0,264875378.0,965829.0,12550353.0,536670407.0,369826970.0,598960.0,2515807.0,5600021.0,541825950.0,210751776.0,18525489.0,5920540.0,21663510.0,76245887.0,1479810299.0,4173496.0,4498916.0,449568230.0,86798784.0,63077232.0,274559295.0,96773577.0,4908302311.0
china,12107756180.0,1244792371.0,4929187818.0,7833638064.0,8376229113.0,14038312748.0,4770906049.0,842146972.0,1057096168.0,213420815.0,1058090487.0,5305193140.0,18095457064.0,1192957152.0,599034458.0,34883209.0,19137474552.0,461952714.0,2875360201.0,9152438153.0,39862239962.0,288203276.0,543985730.0,190242111.0,7344618802.0,6870125861.0,1370281486.0,718355261.0,4171190295.0,867151080.0,32233327739.0,263947561.0,1037616963.0,5113141549.0,2918171400.0,882032182.0,4555132588.0,9818135470.0,64723966338.0
czechia,54762519.0,3024725871.0,1489010469.0,208366046.0,150496557.0,13483263.0,1731007349.0,0.0,329813849.0,90734526.0,331357779.0,2306395401.0,18462363573.0,124180976.0,1636937202.0,63171597.0,290905105.0,64688634.0,90503714.0,3628272161.0,368189667.0,86652616.0,133230854.0,164264170.0,172541220.0,1587567799.0,10608907.0,333582936.0,6284867252.0,220339844.0,640498511.0,4789075846.0,429245444.0,1010493735.0,984659877.0,666439836.0,635514181.0,1638312742.0,1195561378.0
denmark,63637035.0,281724041.0,516998059.0,83139494.0,46959140.0,22991344.0,1257270450.0,288244055.0,0.0,116950810.0,588887531.0,647303702.0,5135915823.0,40948717.0,187500549.0,99599570.0,252927640.0,78773455.0,20242106.0,805168005.0,97553982.0,206812594.0,248486309.0,106896637.0,56608264.0,1152774339.0,9429998.0,1436834065.0,1310930704.0,103335733.0,156344972.0,190786175.0,44327183.0,494736458.0,3282340525.0,95712699.0,173017735.0,1457224620.0,448136135.0
estonia,2346928.0,44534224.0,130084634.0,24694735.0,5963558.0,1696842.0,234712364.0,54524435.0,158834682.0,2998287.0,949258538.0,106248446.0,393561811.0,3516232.0,26816600.0,5370979.0,22837756.0,9562213.0,6443623.0,113866427.0,49010663.0,358011662.0,216912445.0,8517428.0,9988938.0,90036692.0,579573.0,151930154.0,326847447.0,19157325.0,59383192.0,22255993.0,6781175.0,49938267.0,543113298.0,16493792.0,39161294.0,90341869.0,70130411.0
