,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,8543761.0,14161949.0,401765839.0,114642546.0,197510799.0,201234442.0,48574512048.0,147101019.0,6596264.0,45580582.0,45233376.0,127054611.0,781424125.0,6966939.0,1371083.0,39175.0,1478093889.0,5873805.0,6435338.0,228087224.0,6120107449.0,12477151.0,13418984.0,1490858.0,310516991.0,182689904.0,696193248.0,47526392.0,36578752.0,15894778.0,4631556966.0,140099.0,1524167.0,184144168.0,46100968.0,26901256.0,91511029.0,74936750.0,471026208.0
austria,19288561.0,0.0,115987147.0,135959179.0,40647738.0,41458264.0,167382035.0,880321761.0,42260067.0,10127787.0,76677352.0,216510628.0,3487838569.0,9200893.0,436621554.0,35186.0,41616831.0,13636945.0,20690576.0,1708339084.0,123809244.0,17731588.0,12120399.0,4252765.0,20185528.0,388982682.0,10305479.0,40401154.0,203704218.0,15271261.0,22798721.0,385157821.0,652436641.0,90261668.0,181582843.0,317790802.0,119086270.0,67058374.0,138145208.0
belgium,537212505.0,171747305.0,0.0,682579666.0,823409907.0,61547547.0,939137364.0,132103783.0,124915266.0,13983276.0,412613003.0,4455687601.0,4876858534.0,45347911.0,52409889.0,1079792.0,352198788.0,73454373.0,84147859.0,572732945.0,150887311.0,46591000.0,71046932.0,557390816.0,472910353.0,4842857270.0,17915072.0,75597979.0,282850008.0,70790188.0,129463367.0,66080794.0,20744893.0,649411959.0,479014595.0,96083813.0,948019954.0,855681111.0,1843029873.0
brazil,71103550.0,35435261.0,556397466.0,56642460.0,1523049431.0,525830437.0,43590956978.0,16191561.0,21441831.0,1827432.0,78739146.0,889010144.0,1140859729.0,43510327.0,7654570.0,162697883.0,499132096.0,50242496.0,84731771.0,1420142419.0,1747747878.0,34800268.0,4164668.0,9120921.0,549389996.0,2596603748.0,16161459.0,597299849.0,353760988.0,505106693.0,1345579754.0,2893687.0,39937986.0,1559223007.0,292384696.0,41729791.0,950738325.0,445710744.0,3257882261.0
canada,650073737.0,5002691.0,512145469.0,1810209882.0,35497487.0,141632735.0,10520935666.0,17985018.0,30733567.0,2970922.0,423557413.0,744818640.0,659455049.0,52617244.0,1802924.0,4826757.0,766440200.0,27339025.0,13333157.0,299221675.0,3975091584.0,3255252.0,5000858.0,475705.0,1201814532.0,733907007.0,81328506.0,1319791421.0,161077980.0,24814366.0,1594674578.0,1892291.0,37855538.0,444378422.0,48010196.0,90844534.0,386401817.0,725376010.0,20552369530.0
chile,60973845.0,1093270.0,110085919.0,573880967.0,127567294.0,3732294.0,13239762423.0,2934716.0,21311400.0,0.0,181477366.0,102700009.0,447998414.0,3505912.0,1880303.0,2434608.0,1129800648.0,1835180.0,45921083.0,166130483.0,4949538447.0,24720.0,43288.0,64356.0,278246647.0,585224599.0,24290170.0,6009765.0,11671107.0,5025256.0,2117158687.0,0.0,18101.0,964303823.0,44513695.0,454610.0,79157488.0,44160793.0,1054544765.0
china,59952785398.0,558972584.0,638944488.0,54149314775.0,10753383483.0,13587306097.0,76505747.0,249699315.0,419907268.0,72199750.0,2168170454.0,1202259401.0,1957047595.0,302279516.0,51669147.0,87092768.0,3771336071.0,96386756.0,139948113.0,1336993085.0,6392127659.0,119189869.0,101744454.0,5930817.0,3172659283.0,1444900973.0,3373233048.0,148981471.0,388109677.0,287472096.0,2699517123.0,22236240.0,73756207.0,2366916475.0,604022761.0,37352566.0,2217356700.0,1665416896.0,21809671426.0
czechia,160661423.0,916374308.0,89188529.0,56819058.0,21011282.0,7962539.0,298558991.0,0.0,35891219.0,11459751.0,39773641.0,124700577.0,1845596771.0,7085135.0,101867864.0,98225.0,21492900.0,2438131.0,7396904.0,476288210.0,50402983.0,16798312.0,14475016.0,34250825.0,12541675.0,277742254.0,19137737.0,6912784.0,821318085.0,30935561.0,34051089.0,703454465.0,75961691.0,53853444.0,60979766.0,20218164.0,56413702.0,72504857.0,154911553.0
denmark,2411346.0,27479889.0,126701736.0,17107002.0,30139128.0,19293313.0,342584497.0,20068496.0,0.0,157873859.0,144731619.0,142704855.0,1024985130.0,61489860.0,21449393.0,23036332.0,44102806.0,17670240.0,2738963.0,138066697.0,23751222.0,213583923.0,93948738.0,3494653.0,2424593.0,629027705.0,4400824.0,352438060.0,292073838.0,68585422.0,45773845.0,12006943.0,3845050.0,94663032.0,853975926.0,26579287.0,276930090.0,202917267.0,217824490.0
estonia,50464473.0,9832659.0,10120747.0,4455197.0,2264969.0,435256.0,56862459.0,19877254.0,102974523.0,103334.0,353382683.0,44171634.0,154716801.0,1869773.0,13399601.0,4783127.0,41629247.0,3030987.0,2135413.0,37511237.0,21061606.0,168483066.0,47330685.0,72995.0,149225.0,110632381.0,1752129.0,72726920.0,72532931.0,2132106.0,24480514.0,10378005.0,949662.0,9351516.0,224795193.0,1974746.0,145436758.0,77797956.0,27965058.0
finland,82735953.0,71630641.0,175797519.0,411169293.0,411557406.0,244138411.0,1887126632.0,19991097.0,122159929.0,290813892.0,0.0,339045798.0,789491397.0,48287991.0,16223870.0,3047261.0,50350791.0,145984651.0,112746304.0,365122257.0,420056101.0,111441047.0,82642594.0,1845943.0,2936114.0,544278445.0,1949499.0,262925910.0,308624189.0,197512588.0,75110505.0,34233099.0,1514940.0,222877640.0,1074414236.0,19329495.0,225116532.0,359164343.0,182023283.0
france,180690282.0,319501187.0,3159970229.0,1319766032.0,829541312.0,168451247.0,929449132.0,101722543.0,152918791.0,45571449.0,419174705.0,145799967.0,3699031660.0,59094295.0,110339317.0,1880138.0,192657268.0,342133850.0,30396067.0,2073361735.0,136462552.0,34287781.0,62822674.0,382060183.0,102340565.0,1850499728.0,43449577.0,139925169.0,366911530.0,314012310.0,116358605.0,40416330.0,29338443.0,2483952514.0,405238502.0,478136013.0,354781648.0,556601249.0,932963505.0
germany,679415626.0,3592469333.0,3791435663.0,3300699514.0,1450271858.0,655904094.0,2218730859.0,1838625819.0,1158065971.0,121565577.0,1025683372.0,4116039466.0,0.0,72132155.0,609119157.0,9917310.0,629100052.0,274726195.0,96658617.0,2955708809.0,584429363.0,124225844.0,165650289.0,834638250.0,392173787.0,8666297179.0,42035583.0,659814007.0,2995763989.0,542822600.0,369509391.0,259839104.0,378169868.0,1274271109.0,2616843762.0,1550352936.0,575455774.0,1731312889.0,3946517028.0
greece,4248666.0,13153850.0,49546678.0,59069415.0,39396048.0,2009169.0,417683060.0,5035570.0,56456754.0,1837641.0,34654218.0,55166272.0,78352686.0,0.0,5248533.0,9505.0,61484135.0,3399432.0,77741933.0,218626049.0,11229892.0,541946.0,1180682.0,151190.0,3951003.0,84560053.0,580895.0,7812973.0,18104629.0,4044892.0,8115299.0,34208333.0,50320776.0,67189914.0,23959466.0,1396744.0,186337001.0,82196180.0,140914194.0
hungary,2666856.0,443420565.0,55022458.0,47080133.0,9881461.0,6602994.0,52001565.0,112609159.0,32948327.0,16194048.0,12497704.0,114238376.0,730995672.0,5225934.0,0.0,10467.0,7399350.0,2108962.0,4831640.0,423024329.0,39765439.0,5955151.0,10099256.0,1443637.0,3148891.0,188044837.0,1075360.0,730722.0,187791117.0,3990151.0,9654927.0,272999484.0,93296595.0,45060926.0,46977532.0,8294136.0,27731907.0,80614504.0,62159147.0
iceland,333853934.0,102668.0,603527.0,210862052.0,3134874.0,75463.0,122841081.0,130575.0,20234701.0,4988740.0,7168561.0,2724494.0,9020322.0,116.0,27943.0,0.0,231599.0,9881229.0,40519.0,685923.0,2285063.0,6702141.0,3421121.0,1523651.0,1645.0,25822986.0,888788.0,33195638.0,4486913.0,394586.0,27991.0,25257.0,5375.0,17054220.0,9832063.0,397954.0,8335422.0,9058171.0,33543995.0
india,2232310860.0,75801518.0,389617822.0,644264329.0,744827747.0,1433476978.0,3295915243.0,8197691.0,42759641.0,38089617.0,55699497.0,231397039.0,617765857.0,74534164.0,6006352.0,15266823.0,0.0,64772064.0,122547338.0,344671290.0,509921157.0,14752238.0,15708717.0,212587.0,129222938.0,677532675.0,406035037.0,96600086.0,143538050.0,30887091.0,777751891.0,911207.0,20656243.0,152501313.0,195106636.0,148505875.0,366633403.0,1152742128.0,3473938743.0
ireland,10883018.0,23282634.0,54266002.0,107368951.0,13361020.0,2619206.0,99630610.0,2050850.0,11061595.0,2401577.0,151241109.0,347540903.0,116444076.0,1726035.0,1639570.0,40643610.0,70894014.0,224449.0,1095584.0,66494062.0,15994435.0,18422437.0,1102034.0,1269230.0,562690.0,323133009.0,3663482.0,148169048.0,15813955.0,51354392.0,4276905.0,1619615.0,25749968.0,87752696.0,120826089.0,1397966.0,14667401.0,939226188.0,103364844.0
israel,5885000.0,40271000.0,44670000.0,116044000.0,10908000.0,48185000.0,151040000.0,3313000.0,17157000.0,2688000.0,134906000.0,34745000.0,77318000.0,92207000.0,4609000.0,134000.0,107938000.0,758000.0,0.0,90790000.0,21014000.0,15041000.0,5042000.0,33000.0,6062000.0,155335000.0,1065000.0,893000.0,9946000.0,19897000.0,81580000.0,240000.0,8945000.0,35150000.0,35102000.0,6650000.0,134116000.0,44702000.0,220136000.0
