,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,13729966.0,3358687.0,107489762.0,153707106.0,200537640.0,251755500.0,35791714.0,6071540.0,45580582.0,45172719.0,34213504.0,94636034.0,4884221.0,1264742.0,39175.0,60071051.0,5769216.0,5630781.0,18279945.0,39273653.0,12440455.0,12979428.0,3093.0,286003535.0,37594362.0,324613757.0,1053923.0,4696448.0,547388.0,60704850.0,0.0,1315383.0,9148852.0,45843800.0,14840812.0,19322749.0,17300681.0,346317210.0
austria,6995715.0,0.0,77756693.0,129996189.0,38946387.0,41352728.0,127063524.0,729829333.0,31945602.0,9191064.0,73638675.0,123884640.0,2245337452.0,2443930.0,321266608.0,20198.0,21330210.0,12107348.0,6983107.0,284446043.0,7916592.0,11334821.0,3515563.0,1009104.0,16081898.0,336896481.0,10062138.0,37710862.0,146031326.0,6480545.0,1919768.0,297978076.0,252547712.0,69283411.0,162111629.0,149678082.0,107588938.0,39036603.0,72567347.0
belgium,523575374.0,80641366.0,0.0,649391160.0,737770815.0,54507842.0,195565795.0,46753047.0,80200421.0,12076833.0,210724186.0,2285027749.0,2876145334.0,22365053.0,4142681.0,13119.0,166446739.0,62823350.0,67625571.0,201537625.0,110524752.0,44732739.0,45072958.0,136304390.0,464394865.0,2568740615.0,16640701.0,47422213.0,91870515.0,41874833.0,71537329.0,22069206.0,3345628.0,434114966.0,393199027.0,46288085.0,230576764.0,497620954.0,1715452312.0
brazil,21430640.0,10455198.0,21560604.0,0.0,66581774.0,495417683.0,285988360.0,15074688.0,5487262.0,37386.0,6357287.0,55553644.0,133905114.0,2531991.0,54494.0,0.0,45838087.0,1823871.0,8704675.0,35827135.0,33079445.0,108717.0,635232.0,0.0,91202274.0,40142107.0,1558753.0,12655319.0,48825834.0,17586795.0,44835270.0,345353.0,26629.0,54296681.0,5058798.0,2594382.0,15983268.0,27301350.0,661334128.0
canada,516275527.0,2716356.0,32759244.0,1752535066.0,0.0,116064817.0,273022547.0,15901967.0,15301317.0,1637586.0,100974080.0,47500414.0,124799408.0,19292236.0,386488.0,3627074.0,117239611.0,9736990.0,8238784.0,22589506.0,22906382.0,2708435.0,939238.0,1202.0,492703517.0,93535087.0,11948403.0,5536933.0,139118692.0,3995243.0,79087943.0,691169.0,494021.0,56345229.0,2947560.0,48761394.0,17641324.0,26844914.0,6637150999.0
chile,1567042.0,411390.0,6255363.0,39605532.0,56250878.0,0.0,42225174.0,2832565.0,2467855.0,0.0,221947.0,13276861.0,29149813.0,3071432.0,145121.0,2434608.0,6620864.0,1363358.0,1826647.0,5172747.0,5293158.0,3980.0,37442.0,0.0,47046264.0,21845197.0,7640017.0,314967.0,7812037.0,1663850.0,19908548.0,0.0,18101.0,22517792.0,35078.0,109785.0,1845378.0,1871280.0,205514383.0
china,59832704181.0,540971272.0,448661009.0,53939716918.0,10558558305.0,13564075500.0,0.0,236322284.0,378681008.0,68751079.0,2145274019.0,1101957809.0,1302832133.0,291961633.0,40678970.0,1651622.0,3116034695.0,69050872.0,50122504.0,690526859.0,4096527516.0,114841546.0,95432728.0,5646146.0,2999210104.0,820083219.0,3344868090.0,120027883.0,211524268.0,261362402.0,1504350337.0,19144099.0,29069728.0,2087787723.0,589278333.0,24779012.0,1756151478.0,1476451357.0,20080608127.0
czechia,129348860.0,169091652.0,46345251.0,42646525.0,3611985.0,4567353.0,70923442.0,0.0,27980178.0,9567292.0,36483739.0,71309798.0,538986039.0,3428602.0,65422698.0,17477.0,9933945.0,1913804.0,5256211.0,122175028.0,21610800.0,8347229.0,8512856.0,12728108.0,10892846.0,225371526.0,19132769.0,2504779.0,319734867.0,23217365.0,20120325.0,376212854.0,9308771.0,24054519.0,34721488.0,9355034.0,24119471.0,36088828.0,91666676.0
denmark,1104618.0,7923222.0,61956975.0,16950526.0,25907210.0,18015487.0,48896567.0,4613522.0,0.0,147823517.0,95536059.0,51062894.0,401522635.0,34366580.0,11592973.0,16399095.0,10877301.0,8333640.0,2007565.0,40741199.0,8905953.0,194936867.0,71711590.0,2142603.0,1448062.0,406685732.0,2226699.0,218172997.0,206933583.0,50614494.0,5811311.0,4744818.0,2400311.0,57638149.0,474034150.0,2717507.0,8459828.0,55834809.0,180886314.0
estonia,183318.0,2603668.0,1687531.0,4455197.0,1696082.0,150628.0,5584139.0,2332232.0,4801339.0,0.0,175206623.0,2182960.0,14464080.0,135505.0,152251.0,93.0,1119824.0,908168.0,258205.0,2059722.0,46229.0,84798952.0,20159159.0,1355.0,0.0,35937151.0,1666429.0,12244500.0,10250703.0,750297.0,7271765.0,653597.0,354601.0,1746911.0,21491655.0,104267.0,8567688.0,3109634.0,10479380.0
finland,15340182.0,28419678.0,14779588.0,404787246.0,317520997.0,244136706.0,27358016.0,2063868.0,55645706.0,142882579.0,0.0,18775183.0,110338429.0,8314484.0,1078565.0,19438.0,4309901.0,136708758.0,702140.0,13204620.0,7529809.0,85799018.0,42345893.0,3175.0,2731591.0,195336713.0,1532094.0,79097955.0,131103783.0,151840984.0,6304985.0,1699434.0,24902.0,108779897.0,630407623.0,2929053.0,7960977.0,26595520.0,157893512.0
france,151885019.0,165978407.0,1292639850.0,1266714352.0,812553119.0,156451417.0,174703081.0,44798052.0,113051221.0,43375738.0,401202030.0,0.0,1708080682.0,31845367.0,27048210.0,1775836.0,77564521.0,324464396.0,22427679.0,470255956.0,43751053.0,31248730.0,42232935.0,78614397.0,73159534.0,1288365255.0,36435180.0,52181493.0,168511240.0,179364375.0,50727806.0,20704888.0,10225565.0,787314619.0,371773524.0,169554509.0,73672165.0,252004311.0,538395190.0
germany,592899469.0,1420081703.0,1521615300.0,3166928883.0,1371612185.0,626529889.0,1018281382.0,1239884783.0,765651475.0,95032286.0,848912730.0,2378853409.0,0.0,16362350.0,349556502.0,7629766.0,239402433.0,231449840.0,56220181.0,854865262.0,431649694.0,87352665.0,102027262.0,127657522.0,313470986.0,6035490392.0,34441866.0,528622675.0,1750306672.0,426502507.0,196292460.0,140183733.0,121474750.0,885691668.0,2154267873.0,744760171.0,199919473.0,943907700.0,2689004741.0
greece,3017146.0,10553239.0,33436397.0,57583112.0,33145164.0,1159590.0,14124168.0,2820244.0,19412410.0,1665644.0,26700846.0,22982126.0,50338003.0,0.0,2887831.0,0.0,20028784.0,1450468.0,60484342.0,88993755.0,2096811.0,100986.0,1044828.0,64037.0,3799705.0,66781697.0,475907.0,2223807.0,9212591.0,3081425.0,1705361.0,4879834.0,525043.0,46155508.0,21988671.0,45822.0,31042447.0,58504079.0,116692603.0
hungary,501286.0,130415776.0,45226514.0,36165356.0,5972534.0,6495944.0,12756372.0,37996087.0,21258595.0,15129314.0,11338790.0,84573347.0,338788759.0,2874611.0,0.0,45.0,3364096.0,1798291.0,4388971.0,81339198.0,28105191.0,3870662.0,4294610.0,950484.0,1862016.0,133862430.0,938287.0,40316.0,89539763.0,376961.0,6348143.0,168072709.0,39410702.0,11613457.0,41091442.0,1303938.0,9745888.0,47771971.0,6960840.0
iceland,333853753.0,92725.0,524179.0,210862052.0,2133775.0,75463.0,121681031.0,77011.0,5454111.0,4988740.0,7101399.0,1419730.0,4639859.0,116.0,27943.0,0.0,231599.0,94512.0,40519.0,645785.0,66904.0,6683170.0,3189021.0,0.0,1645.0,6487513.0,450658.0,29190218.0,3144313.0,133734.0,27867.0,16161.0,5375.0,5155536.0,8556241.0,95405.0,7101521.0,1581144.0,27468042.0
india,2182403565.0,71816611.0,244619705.0,601211728.0,644133676.0,1417841754.0,796677861.0,4954393.0,34503620.0,36123347.0,51110174.0,168368703.0,461084684.0,51177800.0,2602225.0,2129680.0,0.0,54507011.0,80142217.0,209085528.0,243422782.0,11105975.0,12079915.0,26.0,75897585.0,483861864.0,396036698.0,45678515.0,102686005.0,17458195.0,448297458.0,272801.0,7755559.0,88428287.0,183834641.0,144248430.0,285037323.0,932092212.0,2530580733.0
ireland,3258756.0,11315016.0,6361434.0,103670811.0,12001560.0,258649.0,38544828.0,430413.0,8468482.0,2041537.0,20172634.0,16812297.0,44412672.0,359528.0,321288.0,8789251.0,10250609.0,0.0,230527.0,4653279.0,2749054.0,18395329.0,936603.0,1203254.0,26304.0,98188720.0,2375713.0,11353211.0,2679874.0,4635868.0,1747947.0,1055272.0,192509.0,30035927.0,22692161.0,812672.0,7911915.0,318701059.0,58902048.0
israel,819000.0,40087000.0,14458000.0,108636000.0,5758000.0,46636000.0,100172000.0,1882000.0,3410000.0,2565000.0,134396000.0,12658000.0,33787000.0,27038000.0,289000.0,134000.0,47457000.0,383000.0,0.0,49374000.0,8110000.0,15039000.0,4101000.0,30000.0,781000.0,29087000.0,505000.0,376000.0,4462000.0,10750000.0,15840000.0,238000.0,5597000.0,11994000.0,34620000.0,2617000.0,48617000.0,13143000.0,120767000.0
italy,246712472.0,1426756148.0,414698834.0,1604321680.0,282210115.0,171977135.0,806192901.0,349304611.0,115714022.0,41530404.0,325192585.0,1700836436.0,2226534125.0,142863181.0,423566566.0,46744.0,151942343.0,53005324.0,42511144.0,0.0,74314193.0,27509931.0,56169002.0,11509664.0,135563811.0,1051016537.0,70909001.0,20935427.0,390027716.0,68983787.0,122945167.0,251211790.0,448105457.0,524324548.0,350585864.0,457252059.0,253910550.0,450538536.0,1610289408.0
japan,7550100145.0,141975231.0,34182167.0,3622282564.0,4213437029.0,5179804989.0,1889271974.0,232432074.0,48193757.0,19356688.0,485221810.0,132142663.0,140312011.0,18036599.0,15916464.0,4738000.0,346338433.0,12429478.0,17344238.0,60503182.0,0.0,33939925.0,2554572.0,21200.0,546314836.0,139685531.0,242615176.0,23555715.0,38293461.0,4949785.0,781240154.0,230995.0,1814834.0,195361089.0,283439458.0,10695418.0,64035219.0,58055597.0,4516431298.0
