,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,174610194.0,205863183.0,61284231.0,175248521.0,35973437.0,9776917031.0,59888460.0,58923044.0,7537223.0,172693383.0,298981749.0,866055907.0,33485480.0,15244337.0,861171.0,856518013.0,8464762.0,128787606.0,587892152.0,1148634493.0,2330449.0,7968601.0,8668787.0,72807757.0,187749424.0,562675981.0,15400105.0,102046645.0,87978244.0,716625165.0,18286006.0,18198312.0,305187867.0,212405403.0,90977637.0,154783713.0,401292991.0,1761133798.0
austria,33383600.0,0.0,438619314.0,22630461.0,87489605.0,1014123.0,1219809572.0,1198908073.0,93553294.0,10536684.0,200670584.0,893150877.0,11867366848.0,57836034.0,877976659.0,84627379.0,194909887.0,20541958.0,25614186.0,2799854681.0,167955551.0,7149081.0,24392835.0,248932338.0,68802791.0,696161332.0,8776305.0,231936362.0,936403895.0,69359129.0,103777312.0,1217801475.0,537379836.0,341212707.0,439578736.0,893506507.0,388762711.0,317198139.0,520418966.0
belgium,39513775.0,668929889.0,0.0,542797590.0,704029301.0,102975493.0,3523292865.0,769256716.0,137819869.0,76469405.0,1006416271.0,5719843013.0,8278326823.0,88720012.0,203839944.0,63621.0,3031759996.0,80500956.0,811035782.0,1914594752.0,533318940.0,43554160.0,53236152.0,586200738.0,211725131.0,6265636948.0,3593162.0,127261098.0,910652683.0,270612557.0,729017283.0,236281077.0,49024557.0,1340363580.0,816466472.0,295721863.0,1553220192.0,2145237823.0,1644209190.0
brazil,60900399.0,341267272.0,227497781.0,0.0,158752428.0,1330720363.0,5173708892.0,88746251.0,51053121.0,2198731.0,101813056.0,328634782.0,977873892.0,18508284.0,28322208.0,4720944.0,920631417.0,4794309.0,114051296.0,545649407.0,516129126.0,418123.0,2971200.0,23464329.0,375312527.0,211873930.0,3500265.0,99963623.0,64107947.0,80763511.0,532216257.0,12993315.0,19994192.0,336453445.0,216770313.0,53530382.0,153971914.0,268289781.0,1195317669.0
canada,114614220.0,308236709.0,202524254.0,574009694.0,0.0,556419996.0,9091691596.0,167218359.0,54876026.0,2895969.0,137144875.0,527346258.0,1491158449.0,31743257.0,39841554.0,40763530.0,1068827260.0,20688047.0,206005977.0,917859041.0,1077144012.0,4681514.0,11211304.0,107125504.0,1456787807.0,304417179.0,18283308.0,113060213.0,153129763.0,121529238.0,1194192418.0,20194530.0,22750678.0,439024783.0,247495398.0,126488160.0,809333879.0,488281968.0,28166202811.0
chile,12441011.0,55305269.0,49123129.0,717102909.0,44010629.0,0.0,3687284781.0,15417949.0,9026632.0,920252.0,94767665.0,96353268.0,330140510.0,3350176.0,5482311.0,42579.0,226279269.0,512540.0,11992179.0,176336969.0,273967743.0,508096.0,2242204.0,5600021.0,191250573.0,35450624.0,4217674.0,1250216.0,21497005.0,73820375.0,200349192.0,4173496.0,4453612.0,293159971.0,85477967.0,18359274.0,163928983.0,34225869.0,749118858.0
china,3049065728.0,964787722.0,1458676474.0,2092649334.0,887427256.0,10123834277.0,0.0,332468271.0,200664776.0,20547521.0,468857612.0,1417131657.0,8354300478.0,19169526.0,249376645.0,16149859.0,6877619112.0,50703106.0,571956914.0,2764954265.0,21469826763.0,18136877.0,50343406.0,163128363.0,849869262.0,446067887.0,136097918.0,183281997.0,942943580.0,126561593.0,13870357883.0,50130321.0,75813892.0,941168755.0,1618011330.0,549343349.0,420960294.0,1147745883.0,7634023242.0
czechia,7863474.0,1449462921.0,677932232.0,145228761.0,52181051.0,97515.0,1532717652.0,0.0,117115346.0,30794387.0,177157816.0,1027322273.0,8906902617.0,78030942.0,649686963.0,58440120.0,208223700.0,18836718.0,36338450.0,2038593897.0,282496398.0,30304847.0,34363589.0,89986539.0,47034961.0,630487121.0,239303.0,115947820.0,3646742155.0,105846943.0,573617017.0,2149494422.0,247667368.0,485486067.0,503699691.0,271599523.0,362591868.0,520694574.0,426107237.0
denmark,2727341.0,207068171.0,310702483.0,28336728.0,10471884.0,16563861.0,1083441346.0,170816959.0,0.0,79251506.0,355919155.0,301343144.0,3256281626.0,28641342.0,104475681.0,679881.0,196916804.0,32401146.0,10107084.0,609258221.0,65563563.0,148289820.0,156725406.0,101056993.0,8138581.0,742320861.0,1231477.0,545782938.0,823128859.0,67935232.0,115599535.0,124471148.0,33563643.0,298462402.0,1888273518.0,29929243.0,143640692.0,457832213.0,152190453.0
estonia,256887.0,31227807.0,63719970.0,23296672.0,2944501.0,47100.0,210059319.0,36972327.0,45531860.0,0.0,381713594.0,54454487.0,242987126.0,1645488.0,15519029.0,15374.0,18178168.0,3501376.0,2124388.0,91521947.0,14847131.0,168988375.0,92806572.0,8292040.0,2302379.0,55279840.0,30193.0,13865474.0,234212138.0,9112514.0,32932874.0,11591115.0,4669859.0,34743713.0,199676110.0,10515420.0,33796674.0,32726009.0,16609940.0
