,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,1133099981.0,1513067053.0,616367313.0,1509061927.0,364082890.0,41186713891.0,486456447.0,951290111.0,128820843.0,775412718.0,3110968316.0,10375000921.0,191251734.0,433579581.0,5617113.0,3558087509.0,1096866021.0,468995221.0,4111869464.0,15184274869.0,47447046.0,77888976.0,17322630.0,1863037036.0,2081260380.0,4551577177.0,308171643.0,671213903.0,173038362.0,9587495770.0,170854577.0,94918816.0,1690867947.0,1894640803.0,1679642586.0,582500356.0,4509066081.0,20429981890.0
austria,130149378.0,0.0,2177061010.0,376142305.0,339303197.0,97889599.0,6905768561.0,6535565177.0,672086967.0,49642613.0,589293532.0,4333018373.0,56040042880.0,253900307.0,4252763762.0,88981564.0,731615875.0,573995364.0,177135832.0,10024917108.0,2337399459.0,47245269.0,106308417.0,388931641.0,372145265.0,4336611076.0,57205959.0,391117009.0,3981219002.0,641613715.0,948509384.0,3774396036.0,2207733364.0,2674222874.0,1681325008.0,6153115257.0,1494858255.0,2839543843.0,6300520603.0
belgium,981140522.0,2265126310.0,0.0,2540888315.0,3239482179.0,548306499.0,11153417786.0,4022444670.0,1349225421.0,185500888.0,3140979963.0,37598360638.0,52779833170.0,302176450.0,2488275114.0,335475090.0,5258291745.0,22836091591.0,1514408768.0,13834186641.0,10406599436.0,144712294.0,566262357.0,1705022834.0,4331114911.0,74835689110.0,433412756.0,6415511140.0,4656989350.0,1220406336.0,2729632333.0,1080476897.0,309484499.0,8988308412.0,8290803795.0,5985115784.0,4928400640.0,19315240899.0,27632988386.0
brazil,1078731620.0,987075638.0,1744295344.0,0.0,2195236188.0,3183086887.0,30659690736.0,422538729.0,623616629.0,31184665.0,426141911.0,3581152136.0,9647116352.0,167367328.0,321677640.0,11238767.0,3456254503.0,478683664.0,1134028678.0,4086536320.0,3954579416.0,9031925.0,35299209.0,55650747.0,4515233088.0,1629899433.0,55528676.0,520670588.0,580241178.0,503537531.0,5154629847.0,122813367.0,68259313.0,2768819333.0,1072045820.0,2032331866.0,464431600.0,1991545681.0,27584745389.0
canada,1213095196.0,1329263024.0,2624580112.0,3787128462.0,0.0,1282780593.0,41208069791.0,505958279.0,931141618.0,154723089.0,933043667.0,4146979804.0,13320934631.0,165831721.0,533812965.0,90280338.0,3253252427.0,1932584485.0,848270960.0,4845133307.0,11544126787.0,21150225.0,110798352.0,119600672.0,24003006908.0,3166979631.0,434696014.0,1690915451.0,1310291938.0,253996553.0,6966851319.0,571646416.0,122305135.0,1938319383.0,1664016128.0,2749545434.0,1571813107.0,6122805128.0,207428224916.0
chile,239156544.0,203012038.0,417183469.0,6471389957.0,751448985.0,0.0,12015436392.0,76586571.0,164708514.0,13815714.0,303750764.0,1317583497.0,2661021069.0,18035047.0,74846367.0,6323411.0,822265292.0,122995218.0,104916954.0,1125408517.0,2384364691.0,4629178.0,8200185.0,11727255.0,2237052779.0,415997050.0,133936655.0,150970416.0,144290196.0,168511226.0,1821172722.0,21666690.0,15502336.0,1508392866.0,431956322.0,214522394.0,385194854.0,580350722.0,13095763370.0
china,93221918704.0,6234040682.0,6619537828.0,76611878501.0,21377474649.0,26609243342.0,0.0,3833684591.0,3908226449.0,215376121.0,4528438891.0,27535452847.0,93824263955.0,547958316.0,3800580962.0,157374578.0,17805073049.0,9111158692.0,3646720898.0,15364520765.0,159971387947.0,200554272.0,230112684.0,288653579.0,12131258783.0,11462029500.0,10932092266.0,3278172744.0,3164084333.0,1854849114.0,187118498490.0,5096204079.0,538655783.0,7820004069.0,8294285772.0,6981495458.0,3118672817.0,21433171131.0,135929018123.0
czechia,174636549.0,4434958798.0,2682977193.0,344091479.0,351690472.0,30684381.0,22581824472.0,0.0,961310187.0,98497968.0,505445104.0,5495427521.0,41107001666.0,245653759.0,3715486664.0,67486868.0,649527472.0,1339296512.0,228065131.0,6747574224.0,2727147930.0,106822409.0,244206830.0,224097640.0,663916789.0,4634306973.0,31902709.0,273379193.0,11669934321.0,421717523.0,3989277486.0,8196745985.0,729785518.0,2919349763.0,1425300472.0,1385390180.0,1321726689.0,3399196003.0,3988023110.0
denmark,40535966.0,733509753.0,2544707511.0,266767431.0,289316842.0,98583997.0,4190795975.0,1373863687.0,0.0,341546965.0,1257083456.0,2517882549.0,19962087089.0,154931819.0,689316471.0,106785524.0,491549253.0,834029675.0,63021337.0,2582153702.0,334590208.0,520758332.0,529348499.0,161184909.0,122980341.0,6562053404.0,81321694.0,4898644686.0,3046730626.0,163968690.0,1121951426.0,374425479.0,261568620.0,1568165725.0,10342555946.0,511453950.0,619024723.0,2942444946.0,2232901722.0
estonia,5087358.0,115122094.0,260407203.0,42162535.0,43627865.0,4861687.0,1290927655.0,236734874.0,221698194.0,0.0,1523023674.0,425916458.0,1619144275.0,20880621.0,109086440.0,1998879.0,56489282.0,50746798.0,15391662.0,382638979.0,276541340.0,615011611.0,1008351401.0,9323591.0,22525043.0,544437845.0,6108716.0,114615628.0,684647861.0,20099892.0,115078175.0,101075130.0,31694755.0,202322531.0,941834467.0,105221668.0,158374253.0,498814503.0,292553690.0
