,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,70254784.0,151978.0,582992770.0,1017022248.0,6049582.0,110246290.0,1206377555.0,70137.0,7462135.0,51897.0,78656798.0,638542780.0,502680399.0,5608886.0,182974.0,0.0,4753861507.0,47871039.0,136712949.0,495289830.0,20445056181.0,64168.0,545230.0,60525.0,170843525.0,1312201691.0,2329146043.0,558981.0,9473710.0,4305.0,7785982251.0,0.0,0.0,427031209.0,369301362.0,320247.0,570062574.0,815760196.0,1512598121.0
austria,35890.0,0.0,106215371.0,536521.0,209840.0,5148.0,748088.0,1331552818.0,16323339.0,1999444.0,867111.0,92506482.0,7811412290.0,1594815.0,1356211920.0,24436.0,80996.0,349312.0,4724.0,749881132.0,980182.0,2725168.0,3497081.0,578798.0,7259389.0,89192290.0,1690.0,199762.0,714350505.0,52767.0,35085441.0,1356968908.0,206614229.0,3436696.0,3864368.0,151055668.0,8069383.0,42139554.0,113478362.0
belgium,732843272.0,112958283.0,0.0,146072563.0,421000089.0,1099988.0,377141807.0,33842044.0,166392156.0,49159934.0,467627639.0,12198786264.0,9823322000.0,45900919.0,14361481.0,5895940.0,428043802.0,98660291.0,15752101.0,336402128.0,182069144.0,19916040.0,31464150.0,3233634205.0,128913381.0,49080938197.0,5580222.0,5831687951.0,170258476.0,239992588.0,219397952.0,9493430.0,10782527.0,1065761426.0,836461258.0,1107230180.0,79478990.0,6425151734.0,3811342726.0
brazil,981070332.0,554938.0,108777539.0,61442667.0,262893104.0,1507493504.0,2349612325.0,5084656.0,61586696.0,11805.0,10226485.0,252162684.0,189559428.0,4899756.0,0.0,0.0,1719951491.0,0.0,44015918.0,187978555.0,157909517.0,20461.0,4350760.0,2964.0,3755035.0,1325515050.0,21150910.0,124206176.0,11822599.0,834719920.0,127620905.0,0.0,0.0,403371652.0,69354113.0,61049457.0,16359696.0,310324371.0,7626711695.0
canada,3655017.0,265042.0,782029585.0,331230652.0,29961428.0,129005749.0,522945162.0,125300.0,199446926.0,74476.0,377329776.0,579680083.0,322587790.0,637073.0,15102819.0,62192.0,7646142.0,72605.0,45140885.0,427525579.0,2239124858.0,21067380.0,267379006.0,0.0,1092617666.0,1450212828.0,333515.0,5427701256.0,90203466.0,111852863.0,1380352214.0,29664975.0,23659.0,497972305.0,119295089.0,8178768.0,217140867.0,5576848796.0,132873486944.0
chile,108048931.0,25326.0,1647394.0,1724995470.0,410515874.0,0.0,46836822.0,0.0,16398.0,51400.0,90669.0,2554294.0,10129761.0,124504.0,41046.0,0.0,292104.0,199329.0,129784.0,530293.0,849305756.0,542120.0,0.0,0.0,1159167.0,2004077.0,15064455.0,30412046.0,16120.0,21290.0,1386098599.0,0.0,0.0,2200593.0,237903.0,82054.0,688660816.0,32783876.0,4131067527.0
china,1936000595.0,19605155.0,350388384.0,3099191715.0,521036305.0,36276409.0,5828801.0,2060052.0,22754263.0,878150.0,56551048.0,592321283.0,515918141.0,73017741.0,20972.0,0.0,1071139906.0,43546.0,34743256.0,171039342.0,9558207057.0,3014327.0,2950903.0,35234263.0,95619491.0,568390198.0,95459361.0,14729694.0,8308842.0,3503621.0,13601111047.0,68807.0,59987.0,59798845.0,51314303.0,23700658.0,260744182.0,377775678.0,3064117565.0
czechia,9651377.0,1397170373.0,33720625.0,13873.0,860189.0,0.0,2387665.0,0.0,370325.0,583976.0,29287559.0,47476053.0,2503003653.0,237628.0,194709693.0,376860.0,6251744.0,978.0,1434047.0,37848725.0,2494177.0,1426604.0,3735290.0,10452.0,622.0,32301716.0,0.0,585262082.0,1474934284.0,1915.0,11688629.0,2655297011.0,25393104.0,2239992.0,2822762.0,23174232.0,2993013.0,122214529.0,53070065.0
denmark,7776957.0,19095.0,80260411.0,58298101.0,132634450.0,975.0,1251904.0,17912.0,0.0,54848895.0,422907321.0,579132442.0,1314833436.0,22055478.0,3694332.0,1085928.0,71883.0,215656748.0,34401154.0,2489438.0,204596.0,62448792.0,196975657.0,379.0,15072422.0,510719181.0,4935.0,3145901809.0,278927932.0,13191431.0,71433052.0,116594.0,6115.0,19544092.0,7012707000.0,592384.0,17923222.0,2367604745.0,576639827.0
estonia,84753.0,1872662.0,54512702.0,275224.0,58178633.0,63237.0,1274185.0,522369.0,23698910.0,4171.0,233856099.0,6091849.0,41517244.0,5032460.0,337528.0,349645.0,164581.0,1165246.0,1305223.0,6561861.0,1464655.0,123388458.0,688138462.0,0.0,37802089.0,53944260.0,22298.0,22229081.0,139825256.0,565982.0,446306.0,136219.0,16184.0,7294071.0,130758419.0,5663554.0,1505664.0,65883588.0,597728808.0
finland,121420702.0,1095818.0,414032657.0,9992.0,597147823.0,228.0,2835729.0,382678.0,395889192.0,160649420.0,0.0,306561089.0,353498756.0,796339.0,36357.0,170280.0,325357.0,7962096.0,2086940.0,2332458.0,1282496.0,12287101.0,14257893.0,0.0,109652.0,549864271.0,38775.0,1187274492.0,1088070657.0,199945.0,955934.0,21337.0,887.0,136994537.0,2523284773.0,2102920.0,17356281.0,618103018.0,1318067461.0
france,1325190749.0,88091185.0,18660794061.0,318536577.0,610064566.0,1926429.0,424723254.0,42346976.0,176272094.0,62262419.0,253335678.0,145804792.0,8992080314.0,208530487.0,32498855.0,29502.0,974294927.0,228944920.0,53028846.0,5639967210.0,186256974.0,116313713.0,937152419.0,46136017.0,462813695.0,5758595199.0,8019296.0,10409054389.0,255979434.0,131617616.0,75074757.0,5336463.0,79723683.0,2691086090.0,955890380.0,2290509199.0,686894156.0,8248153504.0,5100354441.0
germany,1054713365.0,6271768498.0,6427204383.0,714794141.0,452120144.0,10005955.0,435732133.0,1434910750.0,609980492.0,45814989.0,533347627.0,4769732824.0,0.0,131667216.0,356380974.0,741048.0,22179484.0,661849820.0,41711527.0,431345697.0,32317347.0,47633293.0,147850856.0,476107836.0,23100189.0,21306417894.0,1394128.0,11900946045.0,4194864714.0,91453760.0,92308627.0,270651766.0,44757957.0,1087899458.0,947380206.0,4359203130.0,62164393.0,14439558643.0,3147929927.0
greece,494125.0,42757235.0,58287344.0,8777595.0,1174632.0,688092.0,2792843.0,14284392.0,23403380.0,3120773.0,6386419.0,200672619.0,166126111.0,0.0,10712200.0,8524.0,159672993.0,2094744.0,140802753.0,868564960.0,80116044.0,4617291.0,9075492.0,2373055.0,78735805.0,87504610.0,75140.0,357874344.0,9056189.0,17761594.0,36266676.0,7786541.0,265972027.0,130414618.0,36845231.0,23535538.0,651780726.0,196541380.0,936186327.0
hungary,187000.0,1358920000.0,20474000.0,0.0,12321000.0,40000.0,914000.0,186265000.0,3599000.0,535000.0,440000.0,231811000.0,934526000.0,3231000.0,0.0,0.0,113000.0,317000.0,5643000.0,28792000.0,425000.0,1115000.0,2647000.0,238000.0,155000.0,35995000.0,0.0,70000.0,212936000.0,195000.0,198000.0,1044867000.0,223968000.0,5033000.0,1528000.0,535170000.0,3119000.0,8165000.0,250409000.0
iceland,13848.0,174115.0,1250593.0,0.0,1310900.0,6474.0,3486248.0,494653.0,44178060.0,255278.0,377346.0,1239075.0,11704727.0,132965.0,36925.0,0.0,3205.0,0.0,21962.0,202707.0,110657.0,19321.0,35469034.0,55883.0,2682.0,45633078.0,4556.0,305024885.0,23322745.0,671949.0,4891.0,0.0,0.0,373108.0,271178010.0,178553.0,74458.0,31109635.0,15306853.0
ireland,36858386.0,292488.0,140090273.0,0.0,868400.0,0.0,9574959.0,12662595.0,723001972.0,35367.0,11936952.0,132544422.0,816269398.0,955797.0,837.0,0.0,76946.0,0.0,181404.0,67759073.0,111928.0,11635159.0,11040098.0,245333.0,0.0,302607151.0,14124.0,1604805262.0,68729035.0,1727696.0,759662.0,0.0,11035.0,15269298.0,81791488.0,25867.0,6950.0,6295094144.0,162669470.0
israel,72798000.0,35000.0,20062000.0,5902000.0,564000.0,5000.0,1378000.0,100000.0,49000.0,1502000.0,2864000.0,35486000.0,10183000.0,2583000.0,1000.0,0.0,1306000.0,1261000.0,0.0,18674000.0,336000.0,309895000.0,280000.0,0.0,1064000.0,7192000.0,6000.0,79000.0,738000.0,998000.0,1697000.0,0.0,388000.0,1022000.0,1060000.0,665831000.0,36680000.0,42175000.0,427666000.0
italy,658213351.0,830976484.0,364769814.0,173409901.0,705290077.0,802266.0,165680461.0,79314106.0,62443627.0,4962976.0,5126098.0,2408887593.0,535662901.0,1034457587.0,29895341.0,13384.0,106561830.0,31524769.0,717986472.0,0.0,119251878.0,13142702.0,26652758.0,379183.0,566354104.0,458337713.0,63026.0,1428563530.0,55459445.0,13661139.0,231833489.0,25459869.0,1069720749.0,5196100583.0,51866389.0,3616069899.0,1995460456.0,1157160665.0,3881241522.0
japan,30727738306.0,70294.0,315197736.0,153493729.0,2299019112.0,836079845.0,9095193204.0,1063504.0,468821.0,2146295.0,1435250.0,78675209.0,27989554.0,31445744.0,290215.0,0.0,1821096901.0,804899.0,482895.0,84640151.0,0.0,2970793.0,1443338.0,0.0,356364293.0,992061281.0,586243465.0,296347755.0,1012917.0,15789.0,5336149538.0,11738.0,0.0,21316411.0,62831009.0,958893.0,47888610.0,177631143.0,2737714727.0
latvia,35965.0,1598148.0,6590588.0,35435.0,586488.0,332874.0,4073607.0,1532736.0,4910008.0,136950376.0,6561406.0,5785342.0,39604706.0,742011.0,464001.0,5367.0,170577.0,0.0,67464.0,16043051.0,952949.0,0.0,907719815.0,325475.0,62188.0,17466212.0,93687.0,50336593.0,25957471.0,283485.0,89182.0,893906.0,128633.0,5939104.0,10313487.0,13456987.0,646576.0,4195774.0,5771602.0
lithuania,9284987.0,2690820.0,33739103.0,0.0,284410201.0,2581.0,5528421.0,6528550.0,351652660.0,682555455.0,75731443.0,511750013.0,17482348.0,1270654.0,3593113.0,1415709.0,5787.0,7895417.0,617679.0,5620753.0,522823.0,935079906.0,0.0,6948.0,60405528.0,483473392.0,22842903.0,88090499.0,348761880.0,21125888.0,773972.0,2144914.0,272169.0,228475800.0,101359855.0,157047413.0,784173.0,452099773.0,536377270.0
luxembourg,461.0,63751.0,2377231180.0,4206.0,1942.0,0.0,38340.0,14454.0,17753.0,389.0,42942.0,26567237.0,449836463.0,29655.0,6215.0,0.0,7.0,735.0,0.0,215221.0,16394.0,3695.0,1575.0,0.0,0.0,118934647.0,0.0,9732.0,3573729.0,259496.0,1529.0,0.0,220.0,128986.0,7712.0,46803.0,0.0,1390498.0,224453.0
mexico,164074060.0,158953.0,63581331.0,25996459.0,1078903712.0,2368350.0,152317858.0,7693.0,5385643.0,127163234.0,83032.0,614122940.0,88010568.0,228836442.0,172724.0,44600.0,836181613.0,3515.0,152817712.0,878408871.0,551075875.0,280400.0,69545811.0,25981.0,0.0,3514705335.0,3972.0,145070273.0,2041.0,162916347.0,452809117.0,0.0,3738.0,4085411938.0,79680925.0,1110084.0,229288.0,385999728.0,58665687040.0
netherlands,164277595.0,73836398.0,20769273865.0,828026074.0,1007906042.0,383130.0,173481890.0,18270539.0,241587644.0,63269896.0,215248353.0,5691913718.0,20105152964.0,163815956.0,16892342.0,29858631.0,938218652.0,218017573.0,27528845.0,374411126.0,585620013.0,88683352.0,94785372.0,283630201.0,2474204591.0,0.0,517226.0,4433592914.0,197964916.0,398103699.0,304472679.0,1525155.0,40371669.0,1481474757.0,803390962.0,634616012.0,271943798.0,14302329434.0,7224520227.0
new zealand,2385920118.0,42091.0,1577697.0,0.0,545044.0,19591.0,16944711.0,25843.0,66738.0,28820.0,46396.0,1017808.0,2179087.0,61161.0,0.0,0.0,1184175.0,3907.0,5389.0,308501.0,423974598.0,144633.0,35595798.0,4536.0,0.0,688565.0,0.0,7186.0,0.0,506.0,195962129.0,0.0,0.0,27268519.0,168884.0,174560.0,368543.0,2527109.0,136258315.0
norway,8783661.0,582975781.0,3214652176.0,99564952.0,3745602272.0,0.0,17596210.0,1364991884.0,3937924100.0,50709430.0,1088752531.0,13962905317.0,15573898336.0,363757603.0,0.0,272325050.0,44509194.0,1341025934.0,0.0,3946038392.0,94699429.0,58758825.0,65515229.0,0.0,78502274.0,13903496171.0,7239.0,0.0,1176661849.0,319926775.0,70322845.0,35080.0,124314.0,1668088456.0,6784021133.0,655845353.0,52763623.0,43555111849.0,4450638470.0
poland,24750153.0,716510987.0,182620048.0,18331336.0,76612832.0,381836.0,78808341.0,1906552898.0,415936721.0,126791119.0,1138640001.0,242885432.0,3644822521.0,4558685.0,227543463.0,60153704.0,6021785.0,98305446.0,3829251.0,78126613.0,12456075.0,26759171.0,304664206.0,3008801.0,0.0,252950854.0,1209.0,1188927145.0,0.0,1581859.0,489111.0,947601666.0,10388676.0,48145741.0,910887914.0,25416801.0,19456771.0,423716795.0,456366440.0
portugal,0.0,117641.0,127066874.0,755805803.0,108705339.0,6972.0,3799784.0,2282.0,20478524.0,12016.0,699496.0,130027856.0,48848310.0,574820.0,1560.0,0.0,96526442.0,1393848.0,936698.0,82732555.0,148949117.0,0.0,39799.0,347128.0,202830251.0,457797965.0,3.0,403857984.0,373870.0,0.0,43775811.0,0.0,13685.0,3547020733.0,15325689.0,4481139.0,18007590.0,647472934.0,498369666.0
rep. of korea,9941247385.0,48357263.0,125623455.0,850025621.0,1335574094.0,1448487237.0,13017731213.0,356007.0,1273110.0,494932.0,34673.0,36693517.0,21740236.0,1101585.0,138531.0,17922.0,4738098681.0,120662.0,2019402.0,146978471.0,5336198473.0,634378.0,2010266.0,0.0,114866620.0,3314381200.0,178672451.0,201544300.0,334882.0,60275.0,0.0,2086400.0,141896.0,184457168.0,1623287.0,300904.0,114913346.0,257435815.0,3336738204.0
slovakia,13986.0,1465444241.0,5813747.0,182.0,29118785.0,21845.0,60168.0,2131262618.0,501888.0,323752.0,13098.0,10409367.0,214883684.0,182356.0,773808793.0,0.0,408.0,91.0,0.0,29120699.0,289168.0,710060.0,1900463.0,0.0,0.0,2818078.0,0.0,1471.0,720261190.0,95241.0,739048.0,0.0,5556860.0,1644203.0,814685.0,5623718.0,28075.0,1234133.0,96110869.0
slovenia,524.0,433091465.0,13996367.0,0.0,50851559.0,0.0,336483.0,45287604.0,428939.0,21384.0,739016.0,82131650.0,223179089.0,267200543.0,188989203.0,0.0,24966.0,216086.0,17302056.0,1300857403.0,187602.0,88663.0,584967.0,277584.0,466.0,41477227.0,0.0,52873.0,10796429.0,99986.0,29261213.0,16163722.0,128384.0,142692407.0,447667.0,20680762.0,5634011.0,22817588.0,224448731.0
