,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,151978.0,2721877.0,61386.0,4673216.0,0.0,128775163.0,70137.0,545039.0,51897.0,333524.0,5842147.0,7778936.0,10609.0,182974.0,0.0,2810655.0,1173606.0,33227933.0,1290633.0,1259025953.0,64168.0,545230.0,60525.0,0.0,28602356.0,1573591146.0,558981.0,588836.0,3773.0,982644283.0,0.0,0.0,2173097.0,2633189.0,305951.0,162250.0,5309557.0,408527572.0
austria,153.0,0.0,103832149.0,69817.0,207530.0,25.0,627540.0,706846950.0,375005.0,977527.0,672838.0,38203925.0,6392276091.0,129905.0,656375855.0,0.0,15017.0,15392.0,0.0,695999585.0,947038.0,2534145.0,2351294.0,15011.0,7255242.0,67519460.0,0.0,151684.0,667474073.0,6616.0,35054906.0,1008703475.0,21984607.0,3177454.0,3588941.0,33964235.0,3251853.0,7475394.0,113095091.0
belgium,708705924.0,5352408.0,0.0,35046182.0,229695165.0,0.0,348055327.0,2507877.0,43204853.0,15764791.0,387731196.0,3004272198.0,2730644516.0,1880816.0,846506.0,1677.0,378150392.0,9152974.0,3404.0,152297853.0,171791321.0,18537021.0,27117737.0,200958459.0,71640476.0,38705976047.0,3601069.0,5680715520.0,44836384.0,94115828.0,216068519.0,762.0,991674.0,669716839.0,650167079.0,62186009.0,1588970.0,4642944482.0,1431640713.0
brazil,980999754.0,554938.0,87624490.0,0.0,259537285.0,3308263.0,646815904.0,5084656.0,15694.0,11805.0,10226485.0,66875232.0,39361823.0,4890756.0,0.0,0.0,1699556054.0,0.0,23988040.0,158125156.0,157821498.0,20461.0,4350760.0,2964.0,3013044.0,384880543.0,21150910.0,123680928.0,11821177.0,151721218.0,127512654.0,0.0,0.0,124242423.0,1785886.0,61032844.0,7026092.0,176945541.0,2655645156.0
canada,7460.0,210861.0,603486852.0,3275708.0,0.0,784.0,282807322.0,21056.0,198959501.0,59443.0,67514658.0,205582461.0,17201310.0,494094.0,2159.0,1978.0,528617.0,32257.0,21843612.0,112325794.0,46854048.0,20553238.0,267288046.0,0.0,936549383.0,578974292.0,1887.0,5401017287.0,89944531.0,111750851.0,168568562.0,75.0,828.0,355008097.0,61106794.0,8093969.0,20116454.0,5214230893.0,15961067366.0
chile,108048931.0,25326.0,1647044.0,1722197761.0,410515392.0,0.0,46836822.0,0.0,16398.0,51400.0,90669.0,2554294.0,10125228.0,124504.0,41046.0,0.0,292104.0,199329.0,129784.0,530293.0,849305756.0,542120.0,0.0,0.0,1153383.0,2004077.0,15064455.0,30412046.0,16120.0,21290.0,1386097691.0,0.0,0.0,2200561.0,237903.0,79081.0,688660816.0,32783780.0,4124594598.0
china,1727968100.0,998419.0,21152047.0,1887310448.0,282762752.0,0.0,0.0,2059843.0,260194.0,655370.0,737583.0,49753586.0,81287916.0,116381.0,905.0,0.0,218019485.0,4084.0,8692.0,21528694.0,4798512167.0,2359967.0,2832643.0,552.0,102793.0,81008824.0,51427841.0,3870206.0,5299.0,4541.0,9945119867.0,0.0,0.0,18566928.0,13182348.0,1368539.0,368329.0,122267122.0,703264027.0
czechia,9644984.0,598971461.0,30178949.0,184.0,839732.0,0.0,812588.0,0.0,14676.0,511502.0,55815.0,23717904.0,1318900848.0,128.0,61951889.0,0.0,11990.0,0.0,143925.0,13685268.0,1446357.0,1287025.0,3418336.0,1148.0,622.0,21319931.0,0.0,580721958.0,766123793.0,549.0,339314.0,1390092911.0,299356.0,1362334.0,2755060.0,4980132.0,404.0,65581983.0,38926274.0
denmark,7763931.0,3192.0,54629249.0,58298076.0,45954020.0,0.0,748791.0,1070.0,0.0,53482061.0,158807468.0,23540059.0,229397622.0,20271.0,3654743.0,0.0,36704.0,1017.0,0.0,1785910.0,10847.0,61098689.0,196517340.0,14.0,15064899.0,124725314.0,0.0,2562724138.0,205490560.0,0.0,71220393.0,69946.0,3060.0,586291.0,1780775208.0,497213.0,8826.0,518707582.0,167102186.0
estonia,62.0,873415.0,26954013.0,0.0,16630.0,0.0,520680.0,89010.0,2489137.0,0.0,31431867.0,232179.0,13938079.0,0.0,0.0,0.0,332.0,0.0,0.0,304996.0,101128.0,28546167.0,665785751.0,0.0,415.0,22159372.0,0.0,15560672.0,126498808.0,224.0,5919.0,0.0,0.0,88709.0,62535988.0,259948.0,45048.0,12349629.0,8305977.0
finland,121375143.0,244731.0,51823087.0,0.0,342794485.0,0.0,2191872.0,340725.0,229477958.0,122178131.0,0.0,91993963.0,60148443.0,5672.0,1839.0,0.0,307085.0,0.0,42125.0,1093757.0,544312.0,241890.0,8933012.0,0.0,37307.0,311606733.0,0.0,1156897210.0,96053985.0,0.0,940685.0,5171.0,0.0,2529255.0,528396374.0,1416393.0,10895811.0,365268638.0,174558020.0
france,1319790348.0,61310450.0,16236382991.0,203191338.0,419032588.0,66307.0,399284874.0,24658857.0,106814771.0,62176862.0,189178447.0,0.0,6033283309.0,52849669.0,20870514.0,0.0,957193904.0,16489828.0,49553472.0,1412466981.0,136386244.0,115565829.0,934975147.0,5090908.0,21023757.0,2550729242.0,7508906.0,10308284773.0,182179369.0,73180886.0,37252777.0,459729.0,406683.0,833562191.0,804382666.0,514308458.0,38419781.0,4522095439.0,2237627331.0
germany,1045809757.0,188099071.0,5480109606.0,673380069.0,415097038.0,0.0,358404914.0,441626744.0,429021888.0,6973730.0,472613811.0,2413877338.0,0.0,10526387.0,220766350.0,0.0,1004401.0,18846365.0,32028230.0,232343298.0,12423741.0,35449544.0,131634283.0,12735302.0,15793293.0,16302594562.0,197214.0,11871774751.0,1593278041.0,54557004.0,75110296.0,180866706.0,278061.0,343217019.0,665983645.0,349929725.0,6498564.0,12849318985.0,1597489094.0
greece,444243.0,33094377.0,31867291.0,8745909.0,552679.0,0.0,398433.0,260544.0,2569039.0,2819439.0,1905607.0,86633404.0,49496286.0,0.0,5869106.0,0.0,154000088.0,57111.0,78799593.0,457093382.0,44084.0,1098428.0,523587.0,14236.0,0.0,39570828.0,0.0,335479749.0,757630.0,355962.0,34263964.0,174845.0,38092.0,21601324.0,790227.0,17432755.0,169957442.0,16453181.0,252428035.0
hungary,0.0,705724000.0,16354000.0,0.0,12061000.0,0.0,108000.0,148036000.0,84000.0,535000.0,120000.0,231002000.0,558236000.0,112000.0,0.0,0.0,0.0,0.0,108000.0,11193000.0,425000.0,731000.0,2381000.0,62000.0,0.0,20747000.0,0.0,0.0,95044000.0,0.0,198000.0,786418000.0,34404000.0,3893000.0,1180000.0,220658000.0,68000.0,5618000.0,189003000.0
iceland,11014.0,8326.0,1244842.0,0.0,60733.0,0.0,3486248.0,468081.0,26926647.0,0.0,305702.0,1126861.0,11248319.0,0.0,36925.0,0.0,0.0,0.0,3404.0,70149.0,110657.0,19321.0,35339312.0,0.0,232.0,45270472.0,0.0,291958142.0,23261603.0,0.0,4891.0,0.0,0.0,6888.0,270629350.0,17598.0,6668.0,6776861.0,9668019.0
india,5035545867.0,977.0,224706657.0,48849132.0,20005769.0,0.0,1498454844.0,6731348.0,9217246.0,0.0,0.0,26513825.0,22168021.0,3416717.0,178819.0,0.0,0.0,31554.0,31700526.0,99487286.0,419600106.0,13679842.0,8378.0,0.0,979369933.0,23782926.0,214098516.0,63064743.0,7195051.0,11540995.0,759488406.0,0.0,362.0,14460486.0,6186460.0,48394.0,1261400577.0,151420643.0,1276131308.0
ireland,35974054.0,4739.0,136705637.0,0.0,8071.0,0.0,9574144.0,1070.0,644887819.0,35367.0,11927127.0,110660204.0,786508149.0,0.0,837.0,0.0,27393.0,0.0,27200.0,27740933.0,26006.0,11635159.0,11040098.0,226483.0,0.0,223773668.0,0.0,1431366854.0,68729035.0,1469701.0,754056.0,0.0,11035.0,1858939.0,38978192.0,15538.0,459.0,5631745228.0,101559788.0
israel,72798000.0,35000.0,20061000.0,3000.0,564000.0,0.0,1327000.0,0.0,49000.0,1502000.0,2864000.0,35355000.0,10099000.0,943000.0,0.0,0.0,1129000.0,1261000.0,0.0,15676000.0,209000.0,309895000.0,280000.0,0.0,629000.0,6911000.0,6000.0,79000.0,112000.0,6000.0,1697000.0,0.0,138000.0,978000.0,1060000.0,665747000.0,33167000.0,42175000.0,427461000.0
