,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,10378355.0,92174988.0,215450494.0,200083492.0,41583159.0,570307671.0,1989582.0,242020125.0,157314.0,3457749.0,94027047.0,160712132.0,55817177.0,4464654.0,500096.0,126862562.0,429667065.0,13337973.0,308249509.0,46776003.0,118630.0,922372.0,270587.0,19747773.0,151768466.0,1302369202.0,35681643.0,28563540.0,3683207.0,60271967.0,1425723.0,971850.0,57155179.0,8711939.0,59153639.0,78990377.0,148896200.0,807057308.0
austria,5748928.0,0.0,179867658.0,166705760.0,6000514.0,25664308.0,98002711.0,249978162.0,85824407.0,5836133.0,4607648.0,303806152.0,4141145335.0,58999277.0,438916653.0,771269.0,32579540.0,101197117.0,22099136.0,978728410.0,2869195.0,982418.0,5562508.0,4391389.0,5108728.0,607728901.0,40434154.0,14223038.0,367928465.0,14399259.0,805415.0,89051874.0,79608146.0,319530092.0,18897027.0,311906545.0,127635004.0,72437184.0,62941105.0
belgium,48254628.0,73722599.0,0.0,1188635965.0,260325029.0,69529422.0,261361751.0,59380636.0,216188731.0,8546132.0,38856922.0,6465138864.0,3551654124.0,54171232.0,108505781.0,74695332.0,197333795.0,278474563.0,103348567.0,884625205.0,6269687.0,1628684.0,28450686.0,120316209.0,65049036.0,6795369327.0,535773196.0,5452818.0,257567630.0,65556137.0,14613325.0,39566793.0,2689964.0,909541391.0,142228411.0,84792758.0,187210274.0,710444000.0,414464603.0
brazil,5744529.0,3801387.0,100699088.0,0.0,176579460.0,286270709.0,240086290.0,81192.0,35724039.0,0.0,188469.0,83726051.0,86271005.0,517269.0,504078.0,7389930.0,15361572.0,1039882.0,932019.0,59997716.0,3091710.0,0.0,0.0,0.0,19474020.0,100221720.0,11653833.0,193621999.0,14953215.0,77208183.0,1197109.0,130.0,246.0,40614150.0,95141.0,18827130.0,46770241.0,19542874.0,518665439.0
canada,133829330.0,4823726.0,96277489.0,581865255.0,0.0,465931404.0,735646901.0,2033115.0,50512326.0,2864436.0,7494415.0,159577688.0,155746403.0,44815797.0,3721870.0,17392601.0,175667715.0,48002957.0,17809131.0,261436632.0,52349944.0,194464.0,519917.0,1127.0,740575461.0,84860833.0,270553147.0,40671296.0,34808525.0,10605892.0,36319650.0,518485.0,1026974.0,98762788.0,29614043.0,88106333.0,88729057.0,208589396.0,13674255453.0
chile,62271332.0,772459.0,15801891.0,228645391.0,93450507.0,0.0,50011174.0,68909.0,3845829.0,425336.0,195473.0,20582379.0,29503220.0,88408.0,674399.0,340399.0,2606032.0,2803713.0,502879.0,23773473.0,291340.0,0.0,0.0,0.0,34341757.0,27149351.0,12170935.0,1418350.0,2057134.0,102.0,2168362.0,0.0,1410.0,22443909.0,1030459.0,4595686.0,2065844.0,4698680.0,475943969.0
china,752213585.0,8785813.0,33440709.0,118488424.0,505850175.0,436655329.0,0.0,3789629.0,373860492.0,3692841.0,32917753.0,495153568.0,105941317.0,2219261.0,1713452.0,30174202.0,404109918.0,73321516.0,12904567.0,50563655.0,307066361.0,230350.0,2107995.0,7824.0,21852285.0,338031602.0,657055055.0,187600394.0,10160513.0,7963714.0,285011516.0,32623.0,1298374.0,52249509.0,34695490.0,16868204.0,15652154.0,66070299.0,2712380993.0
czechia,590030.0,302133669.0,166707339.0,155234222.0,31579145.0,22655998.0,101077729.0,0.0,74927572.0,4982831.0,7242591.0,189333432.0,1491168292.0,52255360.0,237775068.0,3193823.0,16214658.0,27070841.0,15756630.0,354632559.0,1561303.0,5110778.0,7870710.0,469510.0,5307481.0,374494480.0,2981321.0,12542876.0,863578387.0,2594333.0,717997.0,498003088.0,3526523.0,318089432.0,20421040.0,34464265.0,51823543.0,75652073.0,68421219.0
denmark,6268429.0,63239626.0,346138646.0,175053890.0,192976286.0,77646602.0,131351634.0,6588044.0,0.0,22544590.0,98047503.0,481203672.0,2495537835.0,36303059.0,24928941.0,95369390.0,33583478.0,217562585.0,3464520.0,444375531.0,2318840.0,33177455.0,56739185.0,7063183.0,7063503.0,1290797860.0,141019930.0,400425639.0,320673549.0,17820079.0,144644.0,4209445.0,9415327.0,348239674.0,933575930.0,23759602.0,57285571.0,358124762.0,166301271.0
estonia,27066.0,8324453.0,24125123.0,15699100.0,11144052.0,8815471.0,12826034.0,9545163.0,60473447.0,0.0,125912508.0,23114176.0,81882897.0,1769757.0,16150614.0,1914806.0,4804432.0,2186411.0,2206500.0,16068521.0,130349.0,111290958.0,116522219.0,24889.0,123834.0,45934830.0,1560187.0,27709455.0,91501287.0,1111161.0,27245.0,2735860.0,58576.0,40939295.0,36816907.0,2078817.0,4522931.0,16214724.0,9891327.0
