Year,Trade Flow,Reporter,Partner,Commodity Code,Commodity,Trade Value (US$)
2008,import,india,australia,0,Food and live animals,151298483
2008,import,india,austria,0,Food and live animals,286835
2008,import,india,belgium,0,Food and live animals,6174067
2008,import,india,brazil,0,Food and live animals,73908863
2008,import,india,canada,0,Food and live animals,567720069
2008,import,india,chile,0,Food and live animals,21273301
2008,import,india,china,0,Food and live animals,114514719
2008,import,india,czechia,0,Food and live animals,862501
2008,import,india,denmark,0,Food and live animals,8530192
2008,import,india,estonia,0,Food and live animals,85326
2008,import,india,finland,0,Food and live animals,393203
2008,import,india,france,0,Food and live animals,50507773
2008,import,india,germany,0,Food and live animals,22435788
2008,import,india,greece,0,Food and live animals,191336
2008,import,india,hungary,0,Food and live animals,61187
2008,import,india,ireland,0,Food and live animals,3081099
2008,import,india,israel,0,Food and live animals,2295365
2008,import,india,italy,0,Food and live animals,12258548
2008,import,india,japan,0,Food and live animals,2378223
2008,import,india,rep. of korea,0,Food and live animals,2004432
2008,import,india,lithuania,0,Food and live animals,357982
2008,import,india,mexico,0,Food and live animals,1024302
2008,import,india,netherlands,0,Food and live animals,20877799
2008,import,india,new zealand,0,Food and live animals,12033173
2008,import,india,norway,0,Food and live animals,1200744
2008,import,india,poland,0,Food and live animals,2142109
2008,import,india,portugal,0,Food and live animals,360963
2008,import,india,slovakia,0,Food and live animals,58215
2008,import,india,spain,0,Food and live animals,5047456
2008,import,india,sweden,0,Food and live animals,270285
2008,import,india,switzerland,0,Food and live animals,7135835
2008,import,india,turkey,0,Food and live animals,2809549
2008,import,india,united kingdom,0,Food and live animals,15695721
2008,import,india,usa,0,Food and live animals,338628930
2008,import,india,australia,2,"Crude materials, inedible, except fuels",1380429324
2008,import,india,austria,2,"Crude materials, inedible, except fuels",12414828
2008,import,india,belgium,2,"Crude materials, inedible, except fuels",119965965
2008,import,india,brazil,2,"Crude materials, inedible, except fuels",405529133
2008,import,india,canada,2,"Crude materials, inedible, except fuels",248146770
2008,import,india,chile,2,"Crude materials, inedible, except fuels",1640284963
2008,import,india,china,2,"Crude materials, inedible, except fuels",535038434
2008,import,india,czechia,2,"Crude materials, inedible, except fuels",3337300
2008,import,india,denmark,2,"Crude materials, inedible, except fuels",29829377
2008,import,india,estonia,2,"Crude materials, inedible, except fuels",9293823
2008,import,india,finland,2,"Crude materials, inedible, except fuels",27518243
2008,import,india,france,2,"Crude materials, inedible, except fuels",126130689
2008,import,india,germany,2,"Crude materials, inedible, except fuels",311512116
2008,import,india,greece,2,"Crude materials, inedible, except fuels",35352558
2008,import,india,hungary,2,"Crude materials, inedible, except fuels",1140970
2008,import,india,iceland,2,"Crude materials, inedible, except fuels",261800
2008,import,india,ireland,2,"Crude materials, inedible, except fuels",20044690
2008,import,india,israel,2,"Crude materials, inedible, except fuels",27421165
2008,import,india,italy,2,"Crude materials, inedible, except fuels",89422150
2008,import,india,japan,2,"Crude materials, inedible, except fuels",116349133
2008,import,india,rep. of korea,2,"Crude materials, inedible, except fuels",265528245
2008,import,india,latvia,2,"Crude materials, inedible, except fuels",1378763
2008,import,india,lithuania,2,"Crude materials, inedible, except fuels",2874688
2008,import,india,luxembourg,2,"Crude materials, inedible, except fuels",96653
2008,import,india,mexico,2,"Crude materials, inedible, except fuels",18365197
2008,import,india,netherlands,2,"Crude materials, inedible, except fuels",233700137
2008,import,india,new zealand,2,"Crude materials, inedible, except fuels",167307280
2008,import,india,norway,2,"Crude materials, inedible, except fuels",18668832
2008,import,india,poland,2,"Crude materials, inedible, except fuels",6560900
2008,import,india,portugal,2,"Crude materials, inedible, except fuels",3410028
2008,import,india,slovakia,2,"Crude materials, inedible, except fuels",1985369
2008,import,india,slovenia,2,"Crude materials, inedible, except fuels",305739
2008,import,india,spain,2,"Crude materials, inedible, except fuels",29793993
2008,import,india,sweden,2,"Crude materials, inedible, except fuels",71567329
2008,import,india,switzerland,2,"Crude materials, inedible, except fuels",27556630
2008,import,india,turkey,2,"Crude materials, inedible, except fuels",116197961
2008,import,india,united kingdom,2,"Crude materials, inedible, except fuels",668178065
2008,import,india,usa,2,"Crude materials, inedible, except fuels",986435876
2008,import,india,australia,3,"Mineral fuels, lubricants and related materials",5035545867
2008,import,india,austria,3,"Mineral fuels, lubricants and related materials",977
2008,import,india,belgium,3,"Mineral fuels, lubricants and related materials",224706657
2008,import,india,brazil,3,"Mineral fuels, lubricants and related materials",48849132
2008,import,india,canada,3,"Mineral fuels, lubricants and related materials",20005769
2008,import,india,china,3,"Mineral fuels, lubricants and related materials",1498454844
2008,import,india,czechia,3,"Mineral fuels, lubricants and related materials",6731348
2008,import,india,denmark,3,"Mineral fuels, lubricants and related materials",9217246
2008,import,india,france,3,"Mineral fuels, lubricants and related materials",26513825
2008,import,india,germany,3,"Mineral fuels, lubricants and related materials",22168021
2008,import,india,greece,3,"Mineral fuels, lubricants and related materials",3416717
2008,import,india,hungary,3,"Mineral fuels, lubricants and related materials",178819
2008,import,india,ireland,3,"Mineral fuels, lubricants and related materials",31554
2008,import,india,israel,3,"Mineral fuels, lubricants and related materials",31700526
2008,import,india,italy,3,"Mineral fuels, lubricants and related materials",99487286
2008,import,india,japan,3,"Mineral fuels, lubricants and related materials",419600106
2008,import,india,rep. of korea,3,"Mineral fuels, lubricants and related materials",759488406
2008,import,india,latvia,3,"Mineral fuels, lubricants and related materials",13679842
2008,import,india,lithuania,3,"Mineral fuels, lubricants and related materials",8378
2008,import,india,mexico,3,"Mineral fuels, lubricants and related materials",979369933
2008,import,india,netherlands,3,"Mineral fuels, lubricants and related materials",23782926
2008,import,india,new zealand,3,"Mineral fuels, lubricants and related materials",214098516
2008,import,india,norway,3,"Mineral fuels, lubricants and related materials",63064743
2008,import,india,poland,3,"Mineral fuels, lubricants and related materials",7195051
2008,import,india,portugal,3,"Mineral fuels, lubricants and related materials",11540995
2008,import,india,slovenia,3,"Mineral fuels, lubricants and related materials",362
