,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,29612398.0,12752886.0,111879069.0,489622532.0,103388591.0,142533529.0,27988570.0,2310447.0,8735983.0,8217181.0,23641328.0,59691903.0,1685770.0,356242.0,85454.0,48033508.0,2718105.0,1818301.0,12286427.0,70092760.0,54281.0,2741762.0,0.0,3325653.0,38951164.0,345696108.0,7636460.0,345869.0,380018.0,64735493.0,24499.0,65676.0,6944422.0,3564747.0,5821202.0,2836531.0,24744299.0,174109597.0
austria,23654073.0,0.0,44629186.0,62131403.0,16099083.0,9287804.0,81967307.0,653400548.0,27521136.0,4080673.0,68790957.0,110266822.0,2215609470.0,7327177.0,446440091.0,298779.0,8704585.0,10372972.0,2154458.0,370531531.0,13788494.0,5595190.0,7045205.0,280857.0,2688672.0,335192942.0,2672193.0,1493019.0,92521487.0,74423741.0,580900.0,225325859.0,71860030.0,54365242.0,103931664.0,157434460.0,58339522.0,50753165.0,64386574.0
belgium,146191798.0,61170444.0,0.0,1441791543.0,735183487.0,92470678.0,142611618.0,32101519.0,89949227.0,11555646.0,80994792.0,3011817906.0,2513415341.0,23944762.0,19778918.0,6998003.0,86356356.0,39583119.0,86253066.0,162242913.0,107630655.0,37831437.0,31461899.0,154942555.0,58756057.0,3157818140.0,25782155.0,53272058.0,69165564.0,30152295.0,59805701.0,7919944.0,7680273.0,330762400.0,272713543.0,32413732.0,97424382.0,653391632.0,735531227.0
brazil,9377296.0,7710901.0,7172773.0,0.0,435975953.0,1057859960.0,123624306.0,877831.0,3424831.0,96299.0,4672722.0,65624931.0,136359324.0,15160016.0,58323.0,0.0,26518581.0,5513591.0,40978934.0,17836814.0,28924715.0,0.0,0.0,0.0,55507801.0,43510996.0,1287277.0,4404695.0,2200150.0,51877342.0,71176552.0,296.0,0.0,30663280.0,16439761.0,3633528.0,23704162.0,28773327.0,744046676.0
canada,436362190.0,8287394.0,9260359.0,694230925.0,0.0,138581801.0,352863891.0,1307634.0,9994870.0,4836444.0,2857147.0,33918759.0,168245400.0,8482082.0,1131148.0,1103429.0,40659348.0,6295572.0,7153967.0,15597775.0,36240235.0,206925.0,38228.0,485241.0,44228471.0,151204851.0,8938308.0,8329601.0,595377.0,9465558.0,74434826.0,6559.0,375729.0,37359119.0,5137491.0,3214040.0,7208067.0,46850543.0,7483976495.0
chile,3411305.0,1545518.0,3169335.0,32662571.0,56979410.0,0.0,29409444.0,58720.0,3392085.0,0.0,94910.0,12510153.0,16867349.0,21078.0,15.0,2754635.0,2601355.0,3338198.0,685434.0,6676506.0,2687005.0,0.0,9346.0,0.0,181291106.0,9599531.0,6356464.0,11170773.0,371381.0,554000.0,8456022.0,0.0,50.0,10320655.0,3812304.0,293677.0,3231617.0,5769523.0,177179454.0
china,31643302626.0,94925835.0,538904290.0,24087214351.0,5380571398.0,4779675556.0,0.0,20168415.0,141237070.0,18566753.0,355839262.0,757321669.0,804514370.0,112339593.0,6330561.0,634527.0,16066829999.0,123934469.0,28424040.0,442016410.0,4205777837.0,5335413.0,4387766.0,453182.0,1019982848.0,1095984716.0,746214786.0,122670994.0,82875636.0,66727008.0,1393443992.0,22853630.0,2994333.0,2518226468.0,162683128.0,22388768.0,1378784670.0,1016266657.0,19074130428.0
czechia,83201661.0,125528099.0,67687544.0,57186971.0,62079524.0,5478543.0,39840911.0,0.0,22180422.0,5640291.0,16919440.0,57878606.0,513336305.0,5373663.0,22621592.0,24284.0,18934883.0,1311577.0,4732570.0,106454785.0,26247053.0,2323548.0,2133412.0,116640.0,12127427.0,176197511.0,8073107.0,9729825.0,216407963.0,7491540.0,11792722.0,378264804.0,7280174.0,8536884.0,17913834.0,12903915.0,5581314.0,24327653.0,68693498.0
denmark,4224852.0,14052543.0,25636991.0,35601156.0,42925816.0,11299033.0,37522934.0,4665000.0,0.0,59986711.0,138803698.0,49446562.0,439802285.0,36110.0,8230148.0,19375385.0,10797878.0,6263441.0,13023560.0,37269834.0,9067174.0,76397564.0,80826658.0,766572.0,864714.0,388039000.0,9016745.0,146001671.0,118963806.0,19244005.0,3890043.0,12215954.0,1843266.0,48239397.0,735348258.0,1904652.0,8957051.0,74343864.0,62384513.0
estonia,71159.0,1875674.0,1750674.0,2612286.0,3359252.0,215968.0,2552719.0,1986159.0,5858823.0,0.0,59078206.0,1140162.0,17026764.0,110363.0,131558.0,1081.0,1481457.0,393652.0,20581.0,1499598.0,1262549.0,74457397.0,21600136.0,1168.0,41907.0,22804669.0,1595492.0,3603059.0,3938016.0,43701.0,7316913.0,152684.0,31276.0,1366541.0,17661357.0,131828.0,129644.0,2367609.0,8992146.0
