,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,158773476.0,321146438.0,215026784.0,167934114.0,422079645.0,5261470849.0,49182867.0,74491224.0,778094.0,333079337.0,376672867.0,891682121.0,65180393.0,20670147.0,2462322.0,515097718.0,8584407.0,142304288.0,652862512.0,1554175867.0,1200651.0,11634980.0,11517224.0,92814799.0,138123532.0,1022677769.0,30363364.0,26312381.0,48418060.0,715926713.0,11113354.0,11540634.0,218302271.0,372908444.0,112374306.0,73332312.0,514618340.0,1702715792.0
austria,17304775.0,0.0,527407993.0,123509011.0,202704957.0,673024.0,849491396.0,1107334539.0,82461242.0,5273650.0,298335761.0,1072499992.0,12839860024.0,33033930.0,756883212.0,7603555.0,152661153.0,29861431.0,22743450.0,3013514954.0,181631362.0,6268710.0,9707544.0,138746626.0,9243923.0,729055888.0,37272404.0,168561939.0,624819674.0,77847237.0,108824077.0,790006474.0,450170219.0,333570482.0,603922809.0,914490740.0,292572091.0,534389506.0,310173872.0
belgium,275604910.0,771682508.0,0.0,741274670.0,884916657.0,21872395.0,5638144734.0,626622079.0,228845049.0,23823946.0,1006958094.0,7898219002.0,9665335560.0,84437848.0,302479084.0,1067111.0,3449151028.0,67133069.0,2360986935.0,2446278611.0,933460605.0,23580337.0,20451328.0,1040607904.0,163973621.0,8792993939.0,4458086.0,322813775.0,918045616.0,301070565.0,666504062.0,186440370.0,87027236.0,1257195765.0,1130567676.0,867659842.0,874212885.0,5889548006.0,2221107100.0
brazil,55972476.0,234464399.0,251361671.0,0.0,406836531.0,2031803954.0,3194547562.0,71933055.0,22292323.0,847193.0,264231439.0,562182846.0,1450184280.0,29177193.0,6363547.0,47295.0,581066579.0,4697441.0,48862193.0,680989017.0,756380898.0,540627.0,679067.0,27683351.0,195443934.0,124026002.0,3312521.0,82333604.0,49525779.0,34266662.0,399793505.0,12252988.0,8865830.0,389352979.0,348679584.0,100527529.0,67915049.0,348670843.0,2226844720.0
canada,110355297.0,228788256.0,278602702.0,337567883.0,0.0,762698935.0,6214776056.0,115219823.0,58438318.0,5473510.0,212943099.0,505828842.0,1318548698.0,27422468.0,25929837.0,858007.0,605867430.0,20164115.0,214886217.0,825789864.0,1328895776.0,3428736.0,4988661.0,78275908.0,785949107.0,206428671.0,21371081.0,172523344.0,88828902.0,103658511.0,729767827.0,11940139.0,10448870.0,257458913.0,311212285.0,143562607.0,260958761.0,481941493.0,30808158113.0
chile,16984074.0,39490853.0,71525271.0,959202403.0,102618659.0,0.0,1755577970.0,4898456.0,21225281.0,48485.0,86352611.0,128564118.0,277575803.0,10293320.0,1021998.0,12878.0,170699130.0,1311247.0,7918487.0,135316190.0,161018638.0,4380.0,4618942.0,8077607.0,274820323.0,26684366.0,5831460.0,2509796.0,12872348.0,53112124.0,229897196.0,604102.0,2016100.0,276841019.0,61028702.0,17894541.0,134838996.0,58891861.0,718724427.0
china,1658469697.0,488898191.0,1524365389.0,1364238693.0,1215713287.0,5679146413.0,0.0,118590949.0,274363044.0,1663295.0,602607339.0,1258324377.0,5548876376.0,39798538.0,38219614.0,89118.0,1476848133.0,21731929.0,457175084.0,2328389983.0,23218609771.0,863284.0,3874425.0,174145148.0,154251561.0,302248590.0,132150026.0,215466220.0,643610932.0,58346909.0,12251065103.0,13795520.0,11588970.0,389107023.0,1003374742.0,841640397.0,152676313.0,1427216360.0,5896990065.0
czechia,2475663.0,1498729406.0,848516119.0,42361329.0,31799883.0,30509247.0,1034765108.0,0.0,131701343.0,30431876.0,279199232.0,1262687381.0,8795648893.0,44048683.0,538783735.0,45970080.0,156838837.0,13069874.0,38102771.0,1628002417.0,344982887.0,20014352.0,27361289.0,230932984.0,15361958.0,657482038.0,742935.0,120507739.0,2260000982.0,84231561.0,214498907.0,2542767486.0,221291032.0,470025106.0,569303237.0,231499939.0,203066610.0,605085771.0,304990519.0
denmark,8797316.0,418868181.0,502474311.0,33881836.0,28232815.0,24851071.0,948022085.0,253489090.0,0.0,115410057.0,874083434.0,658034206.0,4588043444.0,23587303.0,61480804.0,1363288.0,128267884.0,32520736.0,12164239.0,752926494.0,48591506.0,146694475.0,185631191.0,111735454.0,12901392.0,902043253.0,965708.0,664409933.0,880340072.0,91389328.0,116580787.0,124659583.0,27768402.0,226497035.0,2818175336.0,103824588.0,119239810.0,785397799.0,156365064.0
estonia,134700.0,19347984.0,37494329.0,20619490.0,3036674.0,24060.0,174453140.0,33195688.0,37227627.0,0.0,495657644.0,49459188.0,377486274.0,1659838.0,6301402.0,6710.0,19713299.0,1534336.0,3470131.0,95343559.0,173178014.0,120113047.0,50102178.0,19833969.0,462612.0,46185244.0,184273.0,30395668.0,132597962.0,8920321.0,28212785.0,7192450.0,4723316.0,40306635.0,228803589.0,15403160.0,27530775.0,43223903.0,27982235.0
finland,69110814.0,151056076.0,335369281.0,53151656.0,21758120.0,37654947.0,512059001.0,144699583.0,205126121.0,329484413.0,0.0,435859650.0,2007413653.0,173822172.0,24983086.0,4127094.0,90387794.0,9381088.0,8035144.0,513929261.0,77393629.0,67280437.0,36180917.0,59102725.0,14486434.0,329044023.0,620888.0,486814401.0,315470780.0,65522130.0,98952140.0,45541557.0,27749196.0,197765011.0,1970347254.0,64492212.0,83984096.0,403837618.0,122779311.0
france,121934253.0,1759210145.0,12543094791.0,501016104.0,365460909.0,1899532081.0,4768324475.0,994554245.0,592527206.0,12534980.0,1333215316.0,0.0,19031042626.0,261411879.0,451888470.0,14569870.0,724167339.0,99080421.0,217286744.0,13165766658.0,818984953.0,38228227.0,39249356.0,1632851001.0,110837399.0,3373532008.0,23624467.0,852965108.0,2487329384.0,1492225527.0,342604130.0,501055888.0,231436670.0,8360812692.0,1735867115.0,1882747555.0,987745248.0,4141071528.0,2446300052.0
