,australia,austria,belgium,brazil,canada,chile,china,czechia,denmark,estonia,finland,france,germany,greece,hungary,iceland,india,ireland,israel,italy,japan,latvia,lithuania,luxembourg,mexico,netherlands,new zealand,norway,poland,portugal,rep. of korea,slovakia,slovenia,spain,sweden,switzerland,turkey,united kingdom,usa
australia,0.0,171737077.0,333804458.0,461059567.0,651028159.0,264819031.0,4885134505.0,57238778.0,252008954.0,3105931.0,315933948.0,570423086.0,1024207701.0,97824753.0,24845827.0,3745912.0,584116091.0,448210549.0,126846192.0,901084877.0,1941671572.0,2252140.0,21011503.0,7414582.0,116591960.0,298563497.0,3189996466.0,102223128.0,45015244.0,52634686.0,1204321577.0,10086139.0,12955504.0,267393700.0,350896153.0,160165670.0,145070279.0,570812479.0,2565020644.0
austria,66242813.0,0.0,867858661.0,269876418.0,210983374.0,26737004.0,853209763.0,1992677064.0,188383273.0,12956377.0,434593319.0,1315317022.0,22665205799.0,92077313.0,1817685063.0,2949016.0,141822382.0,64701026.0,44687716.0,4340875090.0,200036978.0,16095031.0,26069910.0,151064464.0,15959598.0,1532728954.0,48645467.0,191265264.0,1383318248.0,159498922.0,123909791.0,1746054318.0,599929180.0,662063389.0,685339151.0,1343754015.0,429176654.0,643583957.0,571848408.0
belgium,1524205050.0,881626638.0,0.0,3316214476.0,1791963494.0,216012793.0,5603195052.0,643543944.0,544929119.0,111254201.0,1409658482.0,17719030982.0,16274448070.0,192435347.0,335628266.0,102648285.0,3568186463.0,514860289.0,2969068958.0,3486684427.0,1129134462.0,51125391.0,122540097.0,1231686102.0,322399516.0,43850688781.0,465638292.0,4022579461.0,1096103551.0,394840737.0,813430834.0,208392833.0,93371929.0,2426407389.0,1820142674.0,977822151.0,1094490162.0,10293291942.0,3985316351.0
brazil,592335391.0,252891145.0,289389071.0,0.0,606449105.0,3070701212.0,2329835817.0,44760344.0,80920179.0,339397.0,271046287.0,569508639.0,1331913568.0,20973759.0,5076179.0,3750579.0,1392619790.0,9452455.0,69421068.0,646435420.0,583099437.0,38460.0,606836.0,34150073.0,201258687.0,469226800.0,11508622.0,410052424.0,43327704.0,126328849.0,310150697.0,6283800.0,6752609.0,405441795.0,299591717.0,431685643.0,93703563.0,452729813.0,4153488110.0
canada,678695341.0,239253506.0,1377946729.0,1512501591.0,0.0,1258372496.0,6523428948.0,96772789.0,602572588.0,38352197.0,365468375.0,807562210.0,1554054686.0,83132031.0,31561525.0,16004851.0,726595721.0,66064496.0,210648816.0,1209860301.0,1374280043.0,8474361.0,88970043.0,72969886.0,2174023378.0,729094025.0,324066188.0,4812406714.0,90387394.0,145299178.0,851895346.0,8708911.0,11533522.0,564871294.0,402758554.0,195943619.0,307092383.0,4885637700.0,57930385502.0
chile,142230613.0,38391631.0,75547671.0,2323947741.0,710171394.0,0.0,1143475245.0,4812451.0,18227036.0,172756.0,87795640.0,155698608.0,271181448.0,5098401.0,1324343.0,812737.0,79823380.0,6999287.0,6975602.0,131232116.0,354960160.0,1081001.0,2929105.0,5643287.0,325587262.0,88598600.0,24100124.0,20054531.0,14435165.0,57223516.0,2017158942.0,3885339.0,1370794.0,255772631.0,48316793.0,18819077.0,817161268.0,85112820.0,3038827357.0
china,24137266803.0,523061237.0,2114343406.0,17002423607.0,6249255948.0,10062736529.0,0.0,121606306.0,481894258.0,32180756.0,858442949.0,2074810780.0,5871018820.0,140392269.0,37534861.0,33833294.0,12433935046.0,159707682.0,456491379.0,2479383492.0,26320532483.0,9680226.0,10119005.0,140801210.0,807618233.0,1755957540.0,1314646231.0,589851762.0,553874945.0,105572073.0,19849646775.0,18702308.0,11903372.0,2193816043.0,1054560747.0,746480742.0,1016278297.0,2275934899.0,21160915247.0
czechia,68420962.0,2062062919.0,967534029.0,179915025.0,79416094.0,52018358.0,961297149.0,0.0,216762792.0,25855760.0,302150909.0,1259089821.0,10618142892.0,89781850.0,678643907.0,25196878.0,182368353.0,48330675.0,48733593.0,1950441446.0,388081917.0,23220548.0,37947611.0,202174760.0,27030002.0,1009914930.0,11106165.0,148731538.0,3520446886.0,78774529.0,115636225.0,3889578425.0,239044652.0,703732806.0,584207123.0,255116692.0,237403715.0,700198039.0,365969165.0
denmark,23321402.0,424149355.0,921264555.0,295589313.0,277188544.0,104729280.0,1010103181.0,212631510.0,0.0,192186614.0,1094771249.0,1103639871.0,6938280311.0,53691456.0,88420522.0,121748137.0,245318442.0,219745580.0,25337639.0,1145512364.0,120703594.0,177203736.0,237497809.0,106211835.0,11256978.0,2372457166.0,103969371.0,2977735595.0,1132493785.0,126048900.0,106706647.0,103780260.0,35818318.0,534616499.0,5406331708.0,136873520.0,172117034.0,1151984373.0,522829722.0
estonia,281338.0,32070829.0,75415197.0,31139438.0,17095440.0,5461677.0,170991780.0,45936128.0,104101747.0,0.0,708774180.0,73518501.0,360366014.0,2682794.0,23949399.0,1738178.0,27218977.0,2178203.0,4063068.0,129771252.0,100020658.0,255119911.0,637396243.0,11890497.0,291894.0,105213748.0,2522535.0,76633958.0,320870503.0,11564998.0,32409125.0,10275797.0,6017512.0,64557632.0,358073253.0,15580761.0,37779512.0,79987167.0,92271827.0
